Reference	LeftContext	Pivot	RightContext
1_m00300-plain	una diferencia estadísticamente significativa en el tamaño medio de la comisura anterior	entre_PREP_entre varones_NC_varón homosexuales_ADJ_homosexual y_CC_y heterosexuales_ADJ_heterosexual,_CM_, los_ART_el tamaños_NC_tamaño	de las comisuras anteriores de 27 de los 30 hombres homosexuales de
1_m00300-plain	tres investigaciones recientes se detectó, asimismo, un porcentaje de homosexualidad	entre_PREP_entre hermanos_NC_hermano idénticos_ADJ_idéntico mayor_ADJ_grande que_CQUE_que entre_PREP_entre gemelos_NC_gemelo	dicigóticos de homosexuales. En cada caso, sin embargo, los
1_m00300-plain	, asimismo, un porcentaje de homosexualidad entre hermanos idénticos mayor que	entre_PREP_entre gemelos_NC_gemelo dicigóticos_ADJ_dicigóticos de_PREP_de homosexuales_NC_homosexual	. En cada caso, sin embargo, los gemelos se habían
1_m00300-plain	contribuyen a la orientación sexual y si dichas experiencias son más parecidas	entre_PREP_entre gemelos_NC_gemelo idénticos_ADJ_idéntico que_CQUE_que entre_PREP_entre gemelos_NC_gemelo	dicigóticos, se hace difícil separar los efectos de una dotación genética
1_m00300-plain	Hemos de limitarnos a un esbozo muy sumario de la posible interacción	entre_PREP_entre genes_NC_gen|genes y_CC_y ambiente_NC_ambiente	para la conformación de la orientación sexual. Muchos investigadores sostienen que
1_m00300-plain	.) Por su parte, los psicoanalistas han observado que,	entre_PREP_entre los_ART_el varones_NC_varón homosexuales_ADJ_homosexual que_CQUE_que asisten_VLfin_asistir a_PREP_a sesiones_NC_sesión	de terapia, muchos recuerdan haber mantenido escaso trato con su padre
1_m00300-plain	se ha demostrado de forma concluyente que existan diferencias en estas regiones	entre_PREP_entre hombres_NC_hombre y_CC_y mujeres_NC_mujer	. Figura 3 ESQUEJES de Achillea Tienen la misma dotación genética,
1_m00300-plain	al medio pone de manifiesto biológico de esperar vínculos directos y predecibles	entre_PREP_entre los_ART_el genes_NC_gen|genes humanos_ADJ_humano y_CC_y un_ART_un rasgo_NC_rasgo	tan vago como la orientación sexual. Figura 4 VARÓN-VARÓN, un
1_m00301-plain	polimerasa de ARN es una molécula muy promiscua, incapaz de distinguir	entre_PREP_entre un_ART_un promotor_NC_promotor y_CC_y otra_QU_otro secuencia_NC_secuencia	de ADN. Para que la enzima se dirija hacia los promotores
1_m00301-plain	Sp1 y otros reguladores. Muy pronto nos hallaríamos a medio camino	entre_PREP_entre la_ART_el frustración_NC_frustración y_CC_y la_ART_el gloria_NC_gloria	. B., Franklin Pugh utilizó moléculas purificadas de proteína TBP
1_m00301-plain	estabilización de un complejo podría conseguirse desplegando moléculas que refuercen las interacciones	entre_PREP_entre activadores_NC_activador y_CC_y ADN_NP_ADN	, o entre activadores y coactivadores. Se trata de estrategias todavía
1_m00301-plain	desplegando moléculas que refuercen las interacciones entre activadores y ADN, o	entre_PREP_entre activadores_NC_activador y_CC_y coactivadores_NC_coactivadores	. Se trata de estrategias todavía lejanas, pero quizá resulte interesante
1_m00302-plain	maduración de las células B en células plasmáticas productoras de anticuerpos requiere	entre_PREP_entre ~_NC_~ y_CC_y 7_CARD_7 días_NC_día	de duración. Cada célula plasmática es capaz de secretar aproximadamente unos
1_m00302-plain	la infección. Figura 8. 2 Imagen detallada de la unión	entre_PREP_entre una_ART_un célula_NC_célula T_ACRNM_T cooperadora_ADJ_cooperador y_CC_y una_ART_un célula_NC_célula	B. Además de la unión del receptor de la célula T
1_m00302-plain	'y una región de " diversidad " (D) localizada	entre_PREP_entre las_ART_el regiones_NC_región de_PREP_de unión_NC_unión	y variable. Los genes que codifican la cadena ligera xxx se
1_m00304-plain	ej., el polvo de uranio en el cáncer de pulmón	entre_PREP_entre los_ART_el mineros_NC_minero y_CC_y la_ART_el exposición_NC_exposición	a asbesto en el cáncer de pulmón y el mesotelioma).
1_m00304-plain	). La segunda línea de argumento se basa en comparaciones epidemiológicas	entre_PREP_entre poblaciones_NC_población con_PREP_con estilos_NC_estilo	de vida diferentes. Muchos tipos de cáncer presentan frecuencias distintas en
1_m00304-plain	mama es prevalente en Europa septentrional y América, pero relativamente raro	entre_PREP_entre las_ART_el mujeres_NC_mujer de_PREP_de países_NC_país	en vías de desarrollo. Sin embargo, suele ser difícil averiguar
1_m00304-plain	genético y ambiental del cáncer. Por ejemplo, los estudios epidemiológicos	entre_PREP_entre poblaciones_NC_población emigrantes_NC_emigrante	de Japón han obtenido importantes hallazgos respecto al cáncer de colon.
1_m00304-plain	al cáncer de colon. Este tipo de cáncer es relativamente raro	entre_PREP_entre la_ART_el población_NC_población japonesa_ADJ_japonés que_CQUE_que vive_VLfin_vivir en_PREP_en Japón_NP_Japón	, pero es el segundo tipo de cáncer más frecuente en Estados
1_m00304-plain	10 veces menor, tan sólo del 0, 5 %.	Entre_PREP_entre los_ART_el japoneses_NC_japonés de_PREP_de primera_ORD_primero generación_NC_generación	en Hawaii, la frecuencia de cáncer de colon ha aumentado varias
1_m00304-plain	Estados Unidos, pero es superior a la registrada en Japón.	Entre_PREP_entre los_ART_el japoneses_NC_japonés de_PREP_de segunda_ORD_nu|segundo generación_NC_generación	en el territorio continental de Estados Unidos se registran tasas de cáncer
1_m00304-plain	, para explicar la diferencia en la frecuencia de cáncer de colon	entre_PREP_entre los_ART_el japoneses_NC_japonés que_CQUE_que viven_VLfin_vivir en_PREP_en Estados_NC_estado	Unidos y en Japón, se argumenta que por las características ambientales
1_m00304-plain	núcleo de la célula receptora donde, alterando los patrones de transmisión	entre_PREP_entre los_ART_el genes_NC_gen|genes que_CQUE_que controlan_VLfin_controlar las_ART_el etapas_NC_etapa	del ciclo celular, inician su progresión por una vía de diferenciación
1_m00304-plain	la década de los setenta no se comenzó a conocer la relación	entre_PREP_entre las_ART_el aberraciones_NC_aberración genéticas_ADJ_genético hereditarias_ADJ_hereditario y_CC_y los_ART_el episodios_NC_episodio	carcinogénicos que ocurren en el tejido somático. En 1971 el análisis
1_m00304-plain	tener en cuenta que sólo es necesaria una única célula tumoral,	entre_PREP_entre una_ART_un población_NC_población de_PREP_de millones_CARD_millones de_PREP_de células_NC_célula	normales, para iniciar un tumor en el individuo. Por lo
1_m00304-plain	está causado por estenosis u obstrucción del píloro, la región situada	entre_PREP_entre el_ART_el estómago_NC_estómago y_CC_y el_ART_el intestino_NC_intestino	. La enfermedad provoca vómitos crónicos, estreñimiento, pérdida de peso
1_m00304-plain	de forma considerable de una población a otra (obsérvense las diferencias	entre_PREP_entre las_ART_el poblaciones_NC_población de_PREP_de Londres_NP_Londres	y Belfast de la tabla 10-1). Ello se debe a
1_m00304-plain	son específicos de una población determinada. En ocasiones es difícil diferenciar	entre_PREP_entre enfermedades_NC_enfermedad poligénicas_ADJ_poligénico o_CC_o multifactoriales_ADJ_multifactorial y_CC_y enfermedades_NC_enfermedad	monogénicas que tengan una penetrancia reducida o una expresión variable. Son
1_m00304-plain	una enfermedad autosómica dominante corre el riesgo de recurrencia del 50 %	entre_PREP_entre hermanos_NC_hermano,_CM_, del_PDEL_del 25_CARD_@card@ %_PERCT_% entre_PREP_entre tíos-sobrinos_NC_tíos-sobrinos	y del 12, 5 % entre primos hermanos), la
1_m00304-plain	grados menores de parentesco. En general, el riesgo de recurrencia	entre_PREP_entre hermanos_NC_hermano es_VSfin_ser aproximadamente_ADV_aproximado igual_ADJ_igual a_PREP_a la_ART_el raíz_NC_raíz	cuadrada de la prevalencia de la enfermedad en la población. Comentario
1_m00304-plain	ácido fólico justificaría al menos una parte del elevado riesgo de recurrencia	entre_PREP_entre hermanos_NC_hermano para_PREP_para NTD_NP_NTD	. Éste es un importante ejemplo de un factor no genético que
1_m00304-plain	grados Herencia multifactorial frente a herencia monogénica Es importante aclarar la diferencia	entre_PREP_entre enfermedad_NC_enfermedad multifactorial_ADJ_multifactorial y_CC_y enfermedad_NC_enfermedad	monogénica en la que existe una heterogeneidad de loci. En el
1_m00304-plain	un fondo multifactorial. El fondo multifactorial causa variación de la estatura	entre_PREP_entre individuos_NC_individuo de_PREP_de cada_QU_cada genotipo_NC_genotipo	. Si se superponen las distribuciones de cada uno de los tres
1_m00305-plain	ocultar los del otro. Llevó a cabo cruces (apareamientos)	entre_PREP_entre plantas_NC_planta de_PREP_de guisantes_NC_guisante	homocigotas para el gen «alto» (es decir, que
1_m00305-plain	y recesividad. Figura 4-1 Cuadrícula de Punnett que ilustra un cruzamiento	entre_PREP_entre progenitores_NC_progenitor homocigotos_NC_homocigoto	HH y hh Figura 4-2 Cuadrícula de Punnett que ilustra un cruzamiento
1_m00305-plain	v. el comentario clínico 4. 1), es común	entre_PREP_entre individuos_NC_individuo de_PREP_de raza_NC_raza	blanca, afectando aproximadamente a 1 de cada 2. 500 nacimientos
1_m00305-plain	en el capítulo 3, la anemia de células falciformes es común	entre_PREP_entre afroamericanos_NC_afroamericano y_CC_y afecta_VLfin_afectar de_PREP_de modo_NC_modo	aproximado a 1 de cada 600 nacimientos, y por ahora todavía
1_m00305-plain	, la AF508 es responsable del 70 % de las mutaciones observadas	entre_PREP_entre los_ART_el pacientes_NC_paciente con_PREP_con ancestros_NC_ancestro	de Europa septentrional. Esta mutación, junto con otras relativamente comunes
1_m00305-plain	utilizar los conceptos básicos de la probabilidad para especificar una relación predecible	entre_PREP_entre las_ART_el frecuencias_NC_frecuencia del_PDEL_del génicas_NC_génica	y las frecuencias genotípicas. Imaginemos un locus que tiene dos alelos
1_m00305-plain	. En la figura 4-3 se resumen estas operaciones. Esta relación	entre_PREP_entre frecuencias_NC_frecuencia génicas_NC_génica	y frecuencias genotípicas fue establecida, de forma independiente, por dos
1_m00305-plain	En condiciones de panmixia, el principio de Hardy-Weinberg especifica la relación	entre_PREP_entre frecuencias_NC_frecuencia génicas_NC_génica	y frecuencias genotípicas. Resulta útil en la estimación de las frecuencias
1_m00305-plain	Este ejemplo demuestra que el fenotipo es el resultado de la interacción	entre_PREP_entre el_ART_el genotipo_NC_genotipo y_CC_y los_ART_el factores_NC_factor	ambientales. Debe destacarse que el «entorno» puede incluir el
1_m00305-plain	, que es observable físicamente, es el resultado de la interacción	entre_PREP_entre el_ART_el genotipo_NC_genotipo y_CC_y el_ART_el entorno_NC_entorno	. Estructura del árbol genealógico básico El árbol genealógico es uno de
1_m00305-plain	de los instrumentos más utilizados en genética médica. Ilustra las relaciones	entre_PREP_entre miembros_NC_miembro de_PREP_de la_ART_el familia_NC_familia	y muestra quiénes son los familiares afectados por una enfermedad genética y
1_m00305-plain	hinchazón de las células, la rotura del núcleo y mayor separación	entre_PREP_entre los_ART_el cromosomas_NC_cromosoma individuales_ADJ_individual,_CM_, y_CC_y 3_CARD_3 '_QT_'rend_NC_rend	= " il el uso de medios de tinción, que se
1_m00305-plain	su centrómero junto al extremo y los cromosomas submetacéntricos tienen los centrómeros	entre_PREP_entre el_ART_el centro_NC_centro y_CC_y el_ART_el extremo_NC_extremo	. El extremo de cada cromosoma denomina telómero. Obsérvese que el
1_m00305-plain	vez por John Langdon Down en 1866. Transcurrieron casi 100 años	entre_PREP_entre la_ART_el descripción_NC_descripción de_PREP_de este_DM_este síndrome_NC_síndrome	por Down y el descubrimiento (en 1959) de que este
1_m00305-plain	. Las infecciones respiratorias son frecuentes y el riesgo de desarrollar leucemia	entre_PREP_entre los_ART_el pacientes_NC_paciente con_PREP_con síndrome_NC_síndrome	de Down es de 15 a 20 veces superior al de la
1_m00305-plain	rapidez con el objetivo de diferenciar, en personas aparentemente sanas,	entre_PREP_entre los_ART_el individuos_NC_individuo que_CQUE_que probablemente_ADV_probable|probablemente sufren_VLfin_sufrir una_ART_un enfermedad_NC_enfermedad	y aquellos que probablemente no la padecen» (Mausner y Bahn
1_m00305-plain	validez se refiere a la capacidad que tiene una prueba para diferenciar	entre_PREP_entre los_ART_el individuos_NC_individuo que_CQUE_que tienen_VLfin_tener la_ART_el enfermedad_NC_enfermedad	y los que no la tienen. Ello implica dos componentes:
1_m00305-plain	de los y no enfermos de la población. Existe un equilibrio	entre_PREP_entre el_ART_el impacto_NC_impacto de_PREP_de la_ART_el falta_NC_falta	de detección o baja sensibilidad (es decir, un aumento de
1_m00305-plain	programa de detección en la población de portadores. Sin embargo,	entre_PREP_entre las_ART_el mutaciones_NC_mutación que_CQUE_que pueden_VMfin_poder causar_VLinf_causar CF_NP_CF	en blancos, un 70 % son una mutación de 3 bases
1_m00306-plain	División celular y cromosomas CONCEPTOS DEL CAPÍTULO La continuidad genética	entre_PREP_entre las_ART_el células_NC_célula y_CC_y entre_PREP_entre los_ART_el organismos_NC_organismo	de cualquier especie con reproducción sexual se mantiene gracias a la mitosis
1_m00306-plain	y cromosomas CONCEPTOS DEL CAPÍTULO La continuidad genética entre las células y	entre_PREP_entre los_ART_el organismos_NC_organismo de_PREP_de cualquier_QU_cualquier especie_NC_especie	con reproducción sexual se mantiene gracias a la mitosis y la meiosis
1_m00306-plain	En este capítulo, al desarrollar el tema de la continuidad genética	entre_PREP_entre células_NC_célula y_CC_y organismos_NC_organismo	, consideraremos cuan exactamente se realiza tal transmisión. En los eucariotas
1_m00306-plain	unidades genéticas de información. También es útil comparar las diferencias estructurales	entre_PREP_entre las_ART_el células_NC_célula bacterianas_ADJ_bacteriano procarióticas_ADJ_procariótico y_CC_y las_ART_el células_NC_célula	eucarióticas. La variación en la estructura y en la función de
1_m00306-plain	, igual tamaño, igual situación del centrómero, la misma proporción	entre_PREP_entre los_ART_el brazos_NC_brazo,_CM_, o_CC_o el_ART_el mismo_NC_mismo	potencial genético. Por ejemplo, en la especie humana, los
1_m00306-plain	común. [1] No obstante, hay una diferencia básica	entre_PREP_entre los_ART_el grupos_NC_grupo sanguíneos_ADJ_sanguíneo A-BO_NP_A-BO	y MN y sus correspondientes antígenos, y es que este último
1_m00306-plain	con las generaciones siguientes, si fuera el caso. El cruce	entre_PREP_entre guisantes_NC_guisante de_PREP_de variedad_NC_variedad	pura con tallos altos y tallos enanos es representativo de los cruces
1_m00306-plain	0, cercana a 3: 1. Mendel hizo cruces similares	entre_PREP_entre plantas_NC_planta de_PREP_de guisante_NC_guisante	que presentaban cada uno de los otros pares de caracteres alternativos.
1_m00306-plain	se encuentran a pares en cada organismo. En el cruce monohíbrido	entre_PREP_entre plantas_NC_planta altas_ADJ_alto y_CC_y enanas_ADJ_enano,_CM_, cada_QU_cada carácter_NC_carácter	tiene un factor específico. Debido a que los factores están a
1_m00306-plain	sativum). Figura 3. 2 Explicación de un cruce monohíbrido	entre_PREP_entre plantas_NC_planta de_PREP_de guisante_NC_guisante	altas y enanas Los símbolos E y e se utilizan para designar
1_m00306-plain	de los fenotipos F2 diferían; por ejemplo, en un cruce	entre_PREP_entre mutantes_NC_mutante de_PREP_de ojos_NC_ojo	white y alas miniature (miniatura), sólo el 62,
1_m00306-plain	Figura 5. 3, Morgan postuló que si ocurría un intercambio	entre_PREP_entre los_ART_el genes_NC_gen|genes mutantes_NC_mutante	situados en los dos cromosomas de las hembras F ', se
1_m00306-plain	...». Por ejemplo, Sturtevant compiló datos sobre la recombinación	entre_PREP_entre los_ART_el genes_NC_gen|genes mutantes_NC_mutante	yellow, white y miniature, estudiados inicialmente por Morgan. Las
1_m00306-plain	genes [1]. En el ejemplo anterior, la distancia	entre_PREP_entre yellow_NC_yellow,_CM_, y_CC_y white_NC_white	sería de 0, 5 unidades de mapa y entre yellow,
1_m00306-plain	, y white sería de 0, 5 unidades de mapa y	entre_PREP_entre yellow_NC_yellow,_CM_, y_CC_y miniatura_NC_miniatura	de 3 5, 4 unidades de mapa. Se deduce que
1_m00306-plain	. Esta estima es muy próxima a la frecuencia real de recombinación	entre_PREP_entre white_NC_white y_CC_y miniatura_NC_miniatura	(34, 5). El mapa para estos tres genes
1_m00306-plain	Figura 5. 3 Resultados de F1 y F2 de los cruces	entre_PREP_entre las_ART_el mutaciones_NC_mutación de_PREP_de cuerpo_NC_cuerpo	yellow y ojos white y las mutaciones ojos white y alas miniatura
1_m00306-plain	célula se divide muchas veces, con un intervalo de tiempo fijo	entre_PREP_entre divisiones_NC_división celulares_ADJ_celular,_CM_, dando_VLger_dar lugar_NC_lugar	a un crecimiento logarítmico. Cuando la densidad celular alcanza, aproximadamente
1_m00306-plain	, se denominan células F-. Posteriormente se constató que el contacto	entre_PREP_entre las_ART_el celarlas_NC_celarlas era_VSfin_ser esencial_ADJ_esencial para_PREP_para la_ART_el transferencia_NC_transferencia	cromosómica. Bernard Davis proporcionó apoyo a esta idea, al diseñar
1_m00306-plain	manera en la adhesión. Una vez se ha establecido el contacto	entre_PREP_entre las_ART_el bacterias_NC_bacteria vía_PREP_vía los_ART_el pili_NC_pili	F +, comienza la transferencia de DNA. Posteriormente se obtuvieron
1_m00306-plain	clase especial de células F +. Se advirtió otra diferencia importante	entre_PREP_entre la_ART_el cepas_NC_cepa Hfr_NP_Hfr	y las cepas F + originales. Si la cepa donante es
1_m00306-plain	50, experimentos de Ellie Wollman y François Jacob explicaron las diferencias	entre_PREP_entre las_ART_el células_NC_célula Hfr_NP_Hfr	y las F + y demostraron cómo las células Hfr permitían la
1_m00306-plain	cada cepa, surgió un patrón definido. Las diferencias más importantes	entre_PREP_entre todas_QU_todo las_ART_el cepas_NC_cepa se_SE_se debían_VMfin_deber simplemente_ADV_simple al_PAL_al punto_NC_punto	de origen y a la dirección en la que procedía la entrada
1_m00306-plain	gen y el fenotipo resultante es modificada a menudo mediante la interacción	entre_PREP_entre el_ART_el genotipo_NC_genotipo concreto_ADJ_concreto del_PDEL_del individuo_NC_individuo	y el ambiente interno y externo. El grado de influencia ambiental
1_m00306-plain	con un padre varón afectado, aunque tal relación no es general	entre_PREP_entre los_ART_el descendientes_NC_descendiente de_PREP_de varones_NC_varón	con la anomalía. Observaciones parecidas apoyan el concepto de que la
1_m00306-plain	un número variable de veces. El descubrimiento notable es la correlación	entre_PREP_entre el_ART_el tamaño_NC_tamaño de_PREP_de la_ART_el repetición_NC_repetición	del trinucleótido y tanto la gravedad como la edad de inicio de
1_m00306-plain	síndrome del X frágil como la enfermedad de Kennedy presenten también asociación	entre_PREP_entre la_ART_el amplificación_NC_amplificación del_PDEL_del DNA_NC_dna	asociada al gen y la gravedad de la enfermedad. Recientemente se
1_m00306-plain	cromosomas humanos, se vio que una pareja variaba en su aspecto	entre_PREP_entre varones_NC_varón y_CC_y mujeres_NC_mujer	. Estos dos cromosomas se designaron como los cromosomas sexuales X e
1_m00306-plain	. Argüían que (1) no se había establecido anteriormente asociación	entre_PREP_entre un_ART_un cromosoma_NC_cromosoma Y_ALFS_Y adicional_ADJ_adicional y_CC_y un_ART_un comportamiento_NC_comportamiento	anormal en poblaciones en general y (2) «marcando»
1_m00306-plain	debemos concluir que hay una correlación alta, pero no constante,	entre_PREP_entre el_ART_el cromosoma_NC_cromosoma Y_ALFS_Y extra_ADJ_extra y_CC_y el_ART_el comportamiento_NC_comportamiento	. Tabla 9. 2 Frecuencia de individuos XYY en varias muestras
1_m00306-plain	proporción sexual secundaria es 1, 15. Para explicar la diferencia	entre_PREP_entre las_ART_el proporciones_NC_proporción sexuales_ADJ_sexual primaria_ADJ_primario y_CC_y secundaria_ADJ_secundario,_CM_, una_ART_un posibilidad_NC_posibilidad	es que la mortalidad femenina prenatal sea mayor que la masculina.
1_m00306-plain	esta disparidad daría lugar a un problema de «dosis génica»	entre_PREP_entre varones_NC_varón y_CC_y mujeres_NC_mujer	para todos los genes ligados al X. Las mujeres tienen dos
1_m00306-plain	esta molécula como la relación entre su estructura y su función.	Entre_PREP_entre 1944y_NC_1944y 1953_CARD_@card@,_CM_, muchos_QU_mucho científicos_ADJ_científico buscaron_VLfin_buscar información_NC_información	que pudiera responder a una de las preguntas más intrigantes de la
1_m00306-plain	calor. Por el contrario, se requería algún tipo de interacción	entre_PREP_entre las_ART_el células_NC_célula IIR_ADJ_IIR vivas_ADJ_vivo y_CC_y las_ART_el BIS_NC_bis	muertas por calor. La conclusión de Griffith fue que las bacterias
1_m00306-plain	. Replicación y recombinación del DNA CONCEPTOS DEL CAPÍTULO La continuidad genética	entre_PREP_entre las_ART_el células_NC_célula progenituras_NC_progenitura	y sus descendientes es posible gracias a la replicación semiconservativa del DNA
1_m00306-plain	resultado que se observa, con unas pocas excepciones debidas al intercambio	entre_PREP_entre cromátidas_NC_cromátida hermanas_NC_hermano	(véase el Capítulo 5). Conjuntamente, los experimentos de
1_m00306-plain	bidireccional indica únicamente el patrón de duplicación del DNA y la asociación	entre_PREP_entre las_ART_el cadenas_NC_cadena terminadas_VLadj_terminar una_ART_un vez_NC_vez	se ha completado la síntesis. Una cuestión mucho más compleja es
1_m00306-plain	granos (b). Excepto donde se han producido intercambios recíprocos	entre_PREP_entre cromátidas_NC_cromátida hermanas_NC_hermano	(c), se cumple lo previsto. Las micrografías pertenecen
1_m00306-plain	de moléculas de RNA transferente (tRNA) que sirven de adaptadores	entre_PREP_entre los_ART_el codones_NC_codón del_PDEL_del mRNA_NC_mrna	(RNA mensajero) y los aminoácidos que éste especifica. Además
1_m00306-plain	directo para la formación de proteínas. Crick razonó que cualquier afinidad	entre_PREP_entre nucleótidos_NC_nucleótido y_CC_y aminoácidos_NC_aminoácido	requeriría puentes de hidrógeno. Químicamente, sin embargo, tales afinidades
1_m00306-plain	no se había establecido el concepto de RNA mensajero, como intermediario	entre_PREP_entre el_ART_el DNA_NC_dna y_CC_y las_ART_el proteínas_NC_proteína	. Puesto que ya se habían identificado los ribosomas, se creía
1_m00306-plain	30 años, la mayoría de los genéticos no vieron las relaciones	entre_PREP_entre genes_NC_gen|genes y_CC_y enzimas_NC_enzima	. Garrod y Bateson, como Mendel, se adelantaron a su
1_m00306-plain	experimentación analítica y teórica, Luria y Delbruck realizaron experimentos para diferenciar	entre_PREP_entre las_ART_el hipótesis_NC_hipótesis de_PREP_de mutación_NC_mutación	adaptativa y de mutación aleatoria. En este experimento utilizaron el sistema
1_m00306-plain	denomina prueba de la fluctuación. Sí se observa una gran fluctuación	entre_PREP_entre cultivos_NC_cultivo,_CM_, apoyando_VLger_apoyar la_ART_el naturaleza_NC_naturaleza	aleatoria de las mutaciones. La fluctuación se mide mediante la varianza
1_m00306-plain	prueba sólida de que la inducción inicial no depende de la interacción	entre_PREP_entre el_ART_el inductor_NC_inductor y_CC_y la_ART_el enzima_NC_enzima	. ¿ Cuál es, pues, la función de la lactosa
1_m00306-plain	controla la expresión génica. La transcripción se modula mediante la interacción	entre_PREP_entre moléculas_NC_molécula reguladoras_ADJ_regulador y_CC_y secuencias_NC_secuencia	cortos de DNA localizados generalmente corriente arriba de los genes que afectan
1_m00306-plain	pueden activar el promotor. Por lo tanto, hay algunas analogías	entre_PREP_entre los_ART_el intensificadores_NC_intensificador v_CARD_v las_ART_el regiones_NC_región	operadoras de los procariotas. Sin embargo, los intensificadores parecen ser
1_m00306-plain	intensificadores localizados corriente abajo. En el pollo hay un intensificador situado	entre_PREP_entre los_ART_el genes_NC_gen|genes de_PREP_de la_ART_el globina_NC_globina	beta y de la globina épsilon que, aparentemente, actúa en
1_m00306-plain	Como en procariotas, el control transcripcional en eucariotas implica la interacción	entre_PREP_entre secuencias_NC_secuencia de_PREP_de DNA_NC_dna	adyacentes a los genes y proteínas de unión a DNA. Como
1_m00310-plain	figura 2-3 (pág. 10) se muestran los enlaces químicos	entre_PREP_entre las_ART_el bases_NC_base,_CM_, observándose_VLadj_observar que_CQUE_que los_ART_el extremos_NC_extremo	de la escalera finalizan en 3 'o 5. Estos signos
1_m00310-plain	Estructura química de las cuatro bases, mostrando los puentes de hidrógeno	entre_PREP_entre los_ART_el pares_NC_par de_PREP_de bases_NC_base	Entre los pares citosina-guanina se forman tres puentes de hidrógeno y entre
1_m00310-plain	bases, mostrando los puentes de hidrógeno entre los pares de bases	Entre_PREP_entre los_ART_el pares_NC_par citosina-guanina_ADJ_citosina-guanina se_SE_se forman_VLfin_formar tres_CARD_tres puentes_NC_puente	de hidrógeno y entre los pares adenina- timina se forman dos.
1_m00310-plain	bases Entre los pares citosina-guanina se forman tres puentes de hidrógeno y	entre_PREP_entre los_ART_el pares_NC_par adenina-_VLfin_adenina- timina_NC_timina	se forman dos. Replicación del DNA Cuando las células se dividen
1_m00310-plain	, básicamente, en la rotura de los débiles puentes de hidrógeno	entre_PREP_entre las_ART_el bases_NC_base,_CM_, dejando_VLger_dejar un_ART_un único_ADJ_único filamento_NC_filamento	(o cadena) de DNA con cada una de sus bases
1_m00310-plain	, como ésta, puede emparejarse con la adenina. Otra diferencia	entre_PREP_entre el_ART_el RNA_NP_RNA y_CC_y el_ART_el DNA_NC_dna	es que mientras éste suele aparecer como un filamento doble, el
1_m00310-plain	La pérdida de los cuatro genes alfa, un trastorno observado principalmente	entre_PREP_entre los_ART_el habitantes_NC_habitante del_PDEL_del sudeste_NC_sudeste	asiático provoca hipoxia en el feto e hidropesía fetal (una enfermedad
1_m00310-plain	el mapeo genético, se utiliza la frecuencia de los entrecruzamientos meióticos	entre_PREP_entre loci_NC_loci para_CSUBI_para determinar_VLinf_determinar las_ART_el distancias_NC_distancia	entre loci. El mapeo físico implica el uso de técnicas citogenéticas
1_m00310-plain	en la figura 7-4, es más probable que los entrecruzamientos ocurran	entre_PREP_entre loci_NC_loci alejados_VLadj_alejar en_PREP_en un_ART_un cromosoma_NC_cromosoma	que entre loci situados en posiciones muy próximas. Por lo tanto
1_m00310-plain	probable que los entrecruzamientos ocurran entre loci alejados en un cromosoma que	entre_PREP_entre loci_NC_loci situados_VLadj_situar en_PREP_en posiciones_NC_posición	muy próximas. Por lo tanto, puede inferirse la distancia entre
1_m00310-plain	igual a una frecuencia de recombinación del 1 %. La relación	entre_PREP_entre frecuencia_NC_frecuencia de_PREP_de recombinación_NC_recombinación	y centiMorgan es aproximada, ya que los entrecruzamientos dobles no producen
1_m00310-plain	tan grande como si se localizaran en cromosomas diferentes. Los entrecruzamientos	entre_PREP_entre loci_NC_loci en_PREP_en un_ART_un mismo_ADJ_mismo cromosoma_NC_cromosoma	pueden producir recombinaciones. Los loci en un mismo cromosoma que experimentan
1_m00310-plain	12, 5 %. Figura 7-4 El entrecruzamiento es más probable	entre_PREP_entre loci_NC_loci alejados_VLadj_alejar en_PREP_en el_ART_el cromosoma_NC_cromosoma	(izquierda) que entre loci cercanos (derecha) En la
1_m00310-plain	Aunque existe una correlación entre los centiMorgan y las distancias físicas reales	entre_PREP_entre loci_NC_loci,_CM_, esta_DM_este relación_NC_relación	resulta complicada por la diferencia de género sexual en la recombinación,
1_m00310-plain	igual que la probabilidad de una fuerte desviación de la proporción 50-50	entre_PREP_entre caras_NC_cara y_CC_y cruces_NC_cruz	disminuye cuando efectuamos un número superior de lanzamientos de moneda).
1_m00310-plain	marcadores distribuidos a lo largo de cada cromosoma, analizando el ligamiento	entre_PREP_entre el_ART_el gen_NC_gen patológico_ADJ_patológico y_CC_y cada_QU_cada marcador_NC_marcador	. La mayoría de estas pruebas registrarán puntuaciones LOD negativas, indicando
1_m00310-plain	estas pruebas registrarán puntuaciones LOD negativas, indicando la ausencia de ligamiento	entre_PREP_entre el_ART_el marcador_NC_marcador y_CC_y el_ART_el gen_NC_gen	de la enfermedad. Por último, este ejercicio revelará el ligamiento
1_m00310-plain	de la enfermedad. Por último, este ejercicio revelará el ligamiento	entre_PREP_entre un_ART_un marcador_NC_marcador y_CC_y el_ART_el gen_NC_gen	de la enfermedad. Debido al gran tamaño del genoma humano,
1_m00310-plain	cuarto del proceso de consejo genético subrayan las principales diferencias que existen	entre_PREP_entre el_ART_el modelo_NC_modelo genético_ADJ_genético y_CC_y el_ART_el método_NC_método	biomédico tradicional. Estas tareas exigen la discusión de las opciones de
