id,subid,presence,candidate_term_left,candidate_term_right,Pivot,occurrence,full_context,annotation,justification,comment,non sure,check,tags,inclusive,global_freq,exclusive
H17,H17_economy_82,both,['clero'],['monjes'],El_ART_el clero_NC_clero regular_ADJ_regular (_LP_(los_ART_el monjes_NC_monje)_RP_),El clero regular los monjes,"convertirse en un hombre-clave, configurador de ideas y de políticas. El clero regular los monjesy los frailes suministraban, por así decirlo, el estado mayor",« OUI »,OUI;Un contexte dans lequel il y a deux CT en relation du domaine.,,False,,ART NC ADJ LP NC,True,1,False
H17,H17_economy_83,left,['escuelas'],[None],las_ART_el escuelas_NC_escuela (_LP_(doctores_NC_doctor scholastici_NC_scholastici)_RP_),las escuelas doctores scholastici,solía llamar a los hombres de ciencia medievales escolásticos o maestros de las escuelas doctores scholastici. Para evitar la falsedad de las concepciones habituales el lector puede,« OUI »,OUI;Un contexte dans lequel il y a deux CT en relation du domaine.,Y est un terme traduite de X,False,,ART NC LP NC,True,1,False
H17,H17_economy_84,none,[None],[None],"Rubess_NP_Rubess,_CM_, Billuart_NP_Billuart et_PE_et Aliorum_NP_Aliorum (_LP_(Taurini_NP_Taurini,_CM_, 1932_CARD_@card@)_RP_)",Rubess Billuart et Aliorum Taurini,"Thomae Aquinatas, Doctoris Angelici, Summa Theologica, diligenter emendata de Rubess Billuart et Aliorum Taurini. Este clásico inacabado ha conseguido en el curso de los siglos",« NON »,NON;L’un des deux éléments fait reference à un individu/sujet/personne,,False,,NP NP PE NP LP CARD,False,1,True
H17,H17_economy_85,none,[None],[None],El_ART_el tratado_NC_tratado anglo-francés_ADJ_anglo-francés de_PREP_de 1860_CARD_@card@ (_LP_(tratado_NC_tratado Cobden-Chevalier_NP_Cobden-Chevalier)_RP_),El tratado francés de tratado Chevalier,"se apartó nunca mucho de los principios librecambistas. [6] El tratado francés de tratado Chevalierseñala una interrupción importante, aunque breve, de la política generalmente",« NON »,"NON; Le candidat-marqueur est présent en surface, mais il n’y a pas de lien conceptuel entre les éléments en relation.",especification,False,,ART NC ADJ PREP CARD LP NP,False,1,True
H17,H17_economy_86,none,[None],[None],la_ART_el conclusión_NC_conclusión de_PREP_de la_ART_el Unión_NC_unión Aduanera_ADJ_aduanero (_LP_(Zollverein_NP_Zollverein)_RP_),la conclusión de la Unión Aduanera Zollverein,queda un poco eclipsado por las maniobras y contramaniobras que precedieron a la conclusión de la Unión Aduanera Zollvereinde 1834 y por las concesiones hechas de vez en cuando a,« NON »,NON;L’un des deux éléments fait reference à un individu/sujet/personne,,False,,ART NC PREP ART NC ADJ LP,False,1,True
H17,H17_economy_87,both,['explicó'],"['rendimientos', 'capital', 'físico', 'capital físico']","Longfield_NP_Longfield explicó_VLfin_explicar los_ART_el ""_QT_"" beneficios_NC_beneficio ""_QT_"" (_LP_(rendimientos_NC_rendimiento del_PDEL_del capital_NC_capital físico_ADJ_físico)_RP_)",Longfield explicó los beneficios rendimientos del capital físico,", no sólo en el del coste marginal. Esto es, Longfield explicó los beneficios rendimientos del capital físicoy los salarios sobre la base de las aportaciones al producto total",« NON »,"NON; Le candidat-marqueur est présent en surface, mais il n’y a pas de lien conceptuel entre les éléments en relation.",,False,,NP VLfin ART QT NC QT LP PDEL NC ADJ,False,1,True
H17,H17_economy_88,left,"['adición', 'último', 'capital']",[None],la_ART_el adición_NC_adición del_PDEL_del último_ADJ_último elemento_NC_elemento de_PREP_de capital_NC_capital (_LP_(instrumentos_NC_instrumento)_RP_),la adición del último elemento de capital instrumentos,"sobre la base de las aportaciones al producto total que resultan de la adición del último elemento de capital instrumentoso trabajo al mecanismo productivo. Así parece, al menos,",« NON »,"NON; Le candidat-marqueur est présent en surface, mais il n’y a pas de lien conceptuel entre les éléments en relation.",,False,,ART NC PDEL ADJ NC PREP NC LP,False,1,True
H17,H17_economy_89,both,['más'],['sección'],la_ART_el política_NC_política que_CQUE_que más_ADV_más nos_PPX_nosotros interesan_VLfin_interesar (_LP_(sección_NC_sección 4_CARD_4)_RP_),la política que más nos interesan sección 4,"de intentar ver cómo se reflejó todo eso en los departamentos de la política que más nos interesan sección 4, hemos de echar un breve vistazo a lo que antes hemos",« NON »,"NON; Le candidat-marqueur est présent en surface, mais il n’y a pas de lien conceptuel entre les éléments en relation.",,False,,ART NC CQUE ADV PPX VLfin LP CARD,False,1,True
H17,H17_economy_90,both,['siglo'],"['valor', 'juicio de valor']","siglo_NC_siglo,_CM_, este_DM_este problema_NC_problema del_PDEL_del Werturteil_NP_Werturteil (_LP_(juicio_NC_juicio de_PREP_de valor_NC_valor)_RP_)",siglo este problema del Werturteil juicio de valor,tipo sobre los fenómenos que analizan. Durante la primera década del siglo este problema del Werturteil juicio de valorprovocó acaloradas discusiones que culminaron con la casi trifulca del congreso de,« OUI »,OUI;Un contexte dans lequel il y a deux CT en relation du domaine.,Y est un terme traduite de X,False,,NC DM NC PDEL NP LP PREP NC,True,1,False
H17,H17_economy_91,none,[None],[None],campaña_NC_campaña por_PREP_por la_ART_el desvinculación_NC_desvinculación axiológica_ADJ_axiológica (_LP_(Wertfreiheit_NP_Wertfreiheit)_RP_),campaña por la desvinculación axiológica Wertfreiheit,", dentro del Verein mismo, los campeones más destacados de aquella campaña por la desvinculación axiológica Wertfreiheitfueron M. Weber y Sombart, 10 que pertenecían ambos al",« OUI »,OUI;Il y a une relation d'hyperonymie entre deux CT que n'appartient pas au domaine,Y est un terme traduite de X || https://es.wikipedia.org/wiki/Neutralidad_axiol%C3%B3gica,False,,NC PREP ART NC ADJ LP,True,1,False
H17,H17_economy_92,left,"['cátedra', 'socialistas de cátedra']",[None],socialistas_NC_socialista de_PREP_de cátedra_NC_cátedra '_QT_'(_LP_(Kathedersozialisten_NP_Kathedersozialisten)_RP_),socialistas de cátedra Kathedersozialisten,por la reforma social y cuyas cabezas fueron muy desafortunadamente bautizadas ' socialistas de cátedra Kathedersozialisten; y el grupo que fue llamado y se llamó a sí,« OUI »,OUI;Un contexte dans lequel il y a deux CT en relation du domaine.,Y est un terme traduite de X,False,,NC PREP NC QT,True,1,False
H17,H17_economy_93,both,"['escuela', 'histórica', 'escuela histórica']",['capítulo'],escuela_NC_escuela histórica_ADJ_histórico '_QT_'(_LP_(capítulo_NC_capítulo 4_CARD_4)_RP_),escuela histórica capítulo 4,"el grupo que fue llamado y se llamó a sí mismo ' escuela histórica capítulo 4. La cuestión muy debatida, de los juicios de valor del",« NON »,"NON; Le candidat-marqueur est présent en surface, mais il n’y a pas de lien conceptuel entre les éléments en relation.",,False,,NC ADJ QT CARD,False,1,True
H17,H17_economy_94,left,"['forma', 'más']",[None],"forma_NC_forma más_ADV_más sencilla_ADJ_sencillo por_PREP_por HICKS_NP_Hicks (_LP_(Theory_NP_Theory of_PE_of Wages_NP_Wages,_CM_, 1932_CARD_@card@)_RP_)",forma más sencilla por HICKS Theory of Wages,"372, 504 y 512. El concepto, introducido en su forma más sencilla por HICKS Theory of Wagesy JOAN ROBINSON (Economics of Imperfect Competition, 1933),",« NON »,"NON; Le candidat-marqueur est présent en surface, mais il n’y a pas de lien conceptuel entre les éléments en relation.",,False,,NC ADV ADJ PREP NP LP PE NP CARD,False,1,True
H17,H17_economy_95,none,[None],[None],"JOAN_NP_JOAN ROBINSON_NP_Robinson (_LP_(Economics_NP_Economics of_PE_of Imperfect_NP_Imperfect Competition_NP_Competition,_CM_, 1933_CARD_@card@)_RP_)",JOAN ROBINSON Economics of Imperfect Competition,"más sencilla por HICKS (Theory of Wages, 1932) y JOAN ROBINSON Economics of Imperfect Competition, fue eficazmente utilizado en seguida por ambos autores para la formulación",« NON »,"NON; Le candidat-marqueur est présent en surface, mais il n’y a pas de lien conceptuel entre les éléments en relation.",,False,,NP NP LP PE NP NP CARD,False,1,True
H17,H17_economy_96,right,[None],"['autor', 'comunicación del autor']",estudiante_NC_estudiante en_PREP_en la_ART_el Universidad_NC_universidad de_PREP_de Michigan_NP_Michigan (_LP_(comunicación_NC_comunicación del_PDEL_del autor_NC_autor)_RP_),estudiante en la Universidad de Michigan comunicación del autor,"tesis de Ph. D. ya en 1921, cuando era estudiante en la Universidad de Michigan comunicación del autor. Pese a las influencias subconscientes que pudieran llegarle de su temprana",« NON »,"NON; Le candidat-marqueur est présent en surface, mais il n’y a pas de lien conceptuel entre les éléments en relation.",,False,,NC PREP ART NC PREP NP LP PDEL NC,False,1,True
H17,H17_economy_97,both,"['concurrencia', 'corriente', 'época']","['autor', 'comunicación del autor']",la_ART_el concurrencia_NC_concurrencia corriente_ADJ_corriente en_PREP_en la_ART_el época_NC_época (_LP_(comunicación_NC_comunicación del_PDEL_del autor_NC_autor)_RP_),la concurrencia corriente en la época comunicación del autor,mejor que lo que entonces creía Chamberlin que era la teoría de la concurrencia corriente en la época comunicación del autor. En este caso me ha parecido conveniente abandonar el principio de,« NON »,"NON; Le candidat-marqueur est présent en surface, mais il n’y a pas de lien conceptuel entre les éléments en relation.",,False,,ART NC ADJ PREP ART NC LP PDEL NC,False,1,True
H17,H17_economy_98,none,[None],[None],momento_NC_momento (_LP_(Chamberlin_NP_Chamberlin incluido_VLadj_incluir)_RP_),momento Chamberlin incluido,"uso de ese práctico instrumento se le ocurriera a muchos en aquel momento Chamberlin incluido, especialmente a los que antes habían forcejeado con las curvas totales",« NON »,"NON; Le candidat-marqueur est présent en surface, mais il n’y a pas de lien conceptuel entre les éléments en relation.",,False,,NC LP VLadj,False,1,True
H17,H17_economy_99,left,"['esquema', 'dinámico', 'esquema dinámico']",[None],un_ART_un esquema_NC_esquema dinámico_ADJ_dinámico explícito_ADJ_explícito (_LP_(Samuelson_NP_Samuelson)_RP_),un esquema dinámico explícito Samuelson,"de que ni siquiera la teoría estática se puede desarrollar plenamente sin un esquema dinámico explícito Samuelson, [3] ya antes registrado, es un primer paso",« NON »,"NON; Le candidat-marqueur est présent en surface, mais il n’y a pas de lien conceptuel entre les éléments en relation.",reference,False,,ART NC ADJ ADJ LP,False,3,True
H17,H17_economy_100,left,['consumo'],[None],el_ART_el consumo_NC_consumo (_LP_(Ct_NP_Ct)_RP_),el consumo Ct,consumo corriente más la inversión corriente. Supóngase que postulamos arbitrariamente que el consumo Ctde un período (t) es igual a una proporción constante,« NON »,"NON; Le candidat-marqueur est présent en surface, mais il n’y a pas de lien conceptuel entre les éléments en relation.",abrev,False,,ART NC LP,False,4,True
H17,H17_economy_101,left,['inversión'],[None],la_ART_el inversión_NC_inversión (_LP_(It_NP_It)_RP_),la inversión It,"de la renta del período (t-1), xxx y que la inversión Iten el período t equivale a una proporción constante xxx de la",« NON »,"NON; Le candidat-marqueur est présent en surface, mais il n’y a pas de lien conceptuel entre les éléments en relation.",abrev,False,,ART NC LP,False,4,True
H17,H17_economy_102,both,"['definiciones', 'agregados']",['ecuaciones'],las_ART_el definiciones_NC_definición de_PREP_de agregados_NC_agregado obviamente_ADV_obvio importantes_ADJ_importante (_LP_(ecuaciones_NC_ecuación definitorias_ADJ_definitorio)_RP_),las definiciones de agregados obviamente importantes ecuaciones definitorias,que acaso sea más adecuado llamarlas consideraciones de sentido común; contienen las definiciones de agregados obviamente importantes ecuaciones definitoriasen un sistema de ecuaciones casi siempre lineales y de coeficientes constantes,« NON »,"NON; Le candidat-marqueur est présent en surface, mais il n’y a pas de lien conceptuel entre les éléments en relation.",,False,,ART NC PREP NC ADV ADJ LP ADJ,False,1,True
H17,H17_economy_103,both,['agregados'],"['ecuaciones', 'equilibrio']",agregados_NC_agregado (_LP_(ecuaciones_NC_ecuación de_PREP_de equilibrio_NC_equilibrio)_RP_),agregados ecuaciones de equilibrio,como las relaciones que el sentido común indica como vigentes entre dichos agregados ecuaciones de equilibrioy las relaciones que se supone describen el comportamiento de clases de,« NON »,"NON; Le candidat-marqueur est présent en surface, mais il n’y a pas de lien conceptuel entre les éléments en relation.",,False,,NC LP PREP NC,False,1,True
H17,H17_economy_104,none,[None],[None],"Roos_NC_Roos (_LP_(Dynamic_NP_Dynamic Economics_NP_Economics,_CM_, 1934_CARD_@card@)_RP_)",Roos Dynamic Economics,"Numerosos autores adoptan una posición intermedia, por ejemplo CHAFILES F. Roos Dynamic Economics. Repito también que mi insistencia en esta distinción no se debe",« NON »,"NON; Le candidat-marqueur est présent en surface, mais il n’y a pas de lien conceptuel entre les éléments en relation.",,False,,NC LP NP CARD,False,1,True
H17,H17_economy_105,left,"['producto', 'bruto', 'producto interior bruto']",[None],producto_NC_producto interior_ADJ_interior bruto_ADJ_bruto (_LP_(PIB_NP_PIB)_RP_),producto interior bruto PIB,"El déficit público se situó en el 6, 6 % del producto interior bruto PIBen 1996, bien lejos del límite del 3 % fijado en",« NON »,"NON; Le candidat-marqueur est présent en surface, mais il n’y a pas de lien conceptuel entre les éléments en relation.",abrev,False,,NC ADJ ADJ LP,False,1,True
H17,H17_economy_106,both,['caja'],"['ingresos', 'cobros']",criterios_NC_criterio de_PREP_de caja_NC_caja (_LP_(ingresos_NC_ingreso y_CC_y cobros_NC_cobro sin_PREP_sin periodificar_NC_periodificar)_RP_),criterios de caja ingresos y cobros sin periodificar,"de Economía. Es cierto, sin embargo, que atendiendo a criterios de caja ingresos y cobros sin periodificar, el déficit del Estado se disparó por diversos motivos, de",« NON »,"NON; Le candidat-marqueur est présent en surface, mais il n’y a pas de lien conceptuel entre les éléments en relation.",,False,,NC PREP NC LP CC NC PREP NC,False,1,True
H17,H17_economy_107,both,['circunstancias'],['baja'],"circunstancias_NC_circunstancia atenuantes_NC_atenuante (_LP_(climatología_NC_climatología,_CM_, baja_ADJ_bajo de_PREP_de la_ART_el construcción_NC_construcción)_RP_)",circunstancias atenuantes climatología baja de la construcción,1 % del mismo mes de 1996. Pese a las diversas circunstancias atenuantes climatología baja de la construcciónlo cierto es que las cifras no admiten paliativos y se recordaba,« NON »,"NON; Le candidat-marqueur est présent en surface, mais il n’y a pas de lien conceptuel entre les éléments en relation.",specification,False,,NC NC LP ADJ PREP ART NC,False,1,True
H17,H17_economy_108,none,[None],[None],"materia_NC_materia presupuestaria_ADJ_presupuestario,_CM_, tributaria_ADJ_tributario y_CC_y financiera_ADJ_financiero (_LP_(BOE_NC_BOE 30-12-1995_CODE_@card@)_RP_)",materia presupuestaria tributaria y financiera BOE,"12 / 1995 de 28 de diciembre, sobre medidas urgentes en materia presupuestaria tributaria y financiera BOE, que prorroga los Presupuestos Generales del Estado para 1995, en",« NON »,"NON; Le candidat-marqueur est présent en surface, mais il n’y a pas de lien conceptuel entre les éléments en relation.",,False,,NC ADJ ADJ CC ADJ LP CODE,False,1,True
H17,H17_economy_109,none,[None],[None],el_ART_el tabaco_NC_tabaco y_CC_y el_ART_el alcohol_NC_alcohol (_LP_(BOE_NP_BOE 30-7-96_CARD_@card@)_RP_),el tabaco y el alcohol BOE,"y regularizar anticipos de fondos y se incrementan los impuestos especiales sobre el tabaco y el alcohol BOE. Agosto: El banco central alemán, Bundesbank, baja el",« NON »,"NON; Le candidat-marqueur est présent en surface, mais il n’y a pas de lien conceptuel entre les éléments en relation.",,False,,ART NC CC ART NC LP CARD,False,1,True
H17,H17_economy_110,none,[None],[None],diciembre_NMON_diciembre (_LP_(BOE_NC_BOE 28-12-96_CODE_@card@)_RP_),diciembre BOE,"leyes: la Ley Orgánica 3 / 1996, de 27 de diciembre BOE, que modifica la Ley Orgánica 8 / 1980, y la",« NON »,"NON; Le candidat-marqueur est présent en surface, mais il n’y a pas de lien conceptuel entre les éléments en relation.",,False,,NMON LP CODE,False,1,True
H17,H17_economy_111,none,[None],[None],diciembre_NMON_diciembre (_LP_(BOE_NP_BOE 31-12-96_CARD_@card@)_RP_),diciembre BOE,"1980, y la Ley 14 / 1996, de 30 de diciembre BOEde cesión de tributos del Estado a las CC. AA.",« NON »,"NON; Le candidat-marqueur est présent en surface, mais il n’y a pas de lien conceptuel entre les éléments en relation.",,False,,NMON LP CARD,False,1,True
H17,H17_economy_112,both,"['divisas', 'reservas centrales', 'centrales de divisas']",['febrero'],Saldo_NC_saldo de_PREP_de reservas_NC_reserva centrales_ADJ_central de_PREP_de divisas_NC_divisa (_LP_(febrero_NC_febrero)_RP_),Saldo de reservas centrales de divisas febrero,la Caja de Ahorros y Pensiones de Barcelona. CALENDARIO marzo Tabla Saldo de reservas centrales de divisas febrero.. Contabilidad nacional trimestral (cuarto trimestre).. Índice,« NON »,"NON; Le candidat-marqueur est présent en surface, mais il n’y a pas de lien conceptuel entre les éléments en relation.",,False,,NC PREP NC ADJ PREP NC LP,False,1,True
H17,H17_economy_113,both,"['precios', 'consumo', 'precios de consumo']",['febrero'],Índice_NC_índice de_PREP_de precios_NC_precio de_PREP_de consumo_NC_consumo (_LP_(febrero_NC_febrero)_RP_),Índice de precios de consumo febrero,).. Contabilidad nacional trimestral (cuarto trimestre).. Índice de precios de consumo febrero. Subasta decenal del Banco de España. Coyuntura comercio por menor,« NON »,"NON; Le candidat-marqueur est présent en surface, mais il n’y a pas de lien conceptuel entre les éléments en relation.",,False,,NC PREP NC PREP NC LP,False,2,True
H17,H17_economy_114,both,['comercio'],['enero'],Coyuntura_NC_coyuntura comercio_NC_comercio por_PREP_por menor_ADJ_pequeño (_LP_(enero_NMON_enero)_RP_),Coyuntura comercio por menor enero,consumo (febrero). Subasta decenal del Banco de España. Coyuntura comercio por menor enero. Índice de producción industrial (enero). Subasta decenal del,« NON »,"NON; Le candidat-marqueur est présent en surface, mais il n’y a pas de lien conceptuel entre les éléments en relation.",,False,,NC NC PREP ADJ LP,False,2,True
H17,H17_economy_115,both,"['producción', 'industrial', 'producción industrial']",['enero'],Índice_NC_índice de_PREP_de producción_NC_producción industrial_ADJ_industrial (_LP_(enero_NMON_enero)_RP_),Índice de producción industrial enero,Banco de España. Coyuntura comercio por menor (enero). Índice de producción industrial enero. Subasta decenal del Banco de España. abril Tabla Encuesta de,« NON »,"NON; Le candidat-marqueur est présent en surface, mais il n’y a pas de lien conceptuel entre les éléments en relation.",,False,,NC PREP NC ADJ LP,False,4,True
H17,H17_economy_116,left,"['activa', 'población activa']",[None],abril_NC_abril Tabla_NC_tabla Encuesta_NC_encuesta de_PREP_de población_NC_población activa_ADJ_activo (_LP_(diciembre_NMON_diciembre)_RP_),abril Tabla Encuesta de población activa diciembre,industrial (enero). Subasta decenal del Banco de España. abril Tabla Encuesta de población activa diciembre. Subasta decenal del Banco de España.. Índice de precios,« NON »,"NON; Le candidat-marqueur est présent en surface, mais il n’y a pas de lien conceptuel entre les éléments en relation.",,False,,NC NC NC PREP NC ADJ LP,False,1,True
H17,H17_economy_117,both,"['precios', 'industriales', 'precios industriales']",['febrero'],Índice_NC_índice de_PREP_de precios_NC_precio industriales_ADJ_industrial (_LP_(febrero_NC_febrero)_RP_),Índice de precios industriales febrero,(diciembre). Subasta decenal del Banco de España.. Índice de precios industriales febrero.. Saldo de reservas centrales de divisas (marzo).,« NON »,"NON; Le candidat-marqueur est présent en surface, mais il n’y a pas de lien conceptuel entre les éléments en relation.",,False,,NC PREP NC ADJ LP,False,4,True
H17,H17_economy_118,left,"['divisas', 'reservas centrales', 'centrales de divisas']",[None],reservas_NC_reserva centrales_ADJ_central de_PREP_de divisas_NC_divisa (_LP_(marzo_NC_marzo)_RP_),reservas centrales de divisas marzo,. Índice de precios industriales (febrero).. Saldo de reservas centrales de divisas marzo. Encuesta de salarios (cuarto trimestre). Índice de precios,« NON »,"NON; Le candidat-marqueur est présent en surface, mais il n’y a pas de lien conceptuel entre les éléments en relation.",,False,,NC ADJ PREP NC LP,False,1,True
H17,H17_economy_119,left,"['precios', 'consumo', 'precios de consumo']",[None],Índice_NC_índice de_PREP_de precios_NC_precio de_PREP_de consumo_NC_consumo (_LP_(marzo_NC_marzo)_RP_),Índice de precios de consumo marzo,(marzo). Encuesta de salarios (cuarto trimestre). Índice de precios de consumo marzo. Coyuntura comercio por menor (febrero). Índice de producción,« NON »,"NON; Le candidat-marqueur est présent en surface, mais il n’y a pas de lien conceptuel entre les éléments en relation.",,False,,NC PREP NC PREP NC LP,False,2,True
H17,H17_economy_120,both,['comercio'],['febrero'],Coyuntura_NC_coyuntura comercio_NC_comercio por_PREP_por menor_ADJ_pequeño (_LP_(febrero_NC_febrero)_RP_),Coyuntura comercio por menor febrero,trimestre). Índice de precios de consumo (marzo). Coyuntura comercio por menor febrero. Índice de producción industrial (febrero). Encuesta de población,« NON »,"NON; Le candidat-marqueur est présent en surface, mais il n’y a pas de lien conceptuel entre les éléments en relation.",,False,,NC NC PREP ADJ LP,False,2,True
H17,H17_economy_121,both,"['producción', 'industrial', 'producción industrial']",['febrero'],Índice_NC_índice de_PREP_de producción_NC_producción industrial_ADJ_industrial (_LP_(febrero_NC_febrero)_RP_),Índice de producción industrial febrero,(marzo). Coyuntura comercio por menor (febrero). Índice de producción industrial febrero. Encuesta de población activa (enero). COYUNTURA INTERNACIONAL Preocupación,« NON »,"NON; Le candidat-marqueur est présent en surface, mais il n’y a pas de lien conceptuel entre les éléments en relation.",,False,,NC PREP NC ADJ LP,False,4,True
H17,H17_economy_122,both,"['activa', 'población activa']",['enero'],Encuesta_NC_encuesta de_PREP_de población_NC_población activa_ADJ_activo (_LP_(enero_NMON_enero)_RP_),Encuesta de población activa enero,(febrero). Índice de producción industrial (febrero). Encuesta de población activa enero. COYUNTURA INTERNACIONAL Preocupación por los datos económicos alemanes Estados Unidos creció,« NON »,"NON; Le candidat-marqueur est présent en surface, mais il n’y a pas de lien conceptuel entre les éléments en relation.",,False,,NC PREP NC ADJ LP,False,4,True
H17,H17_economy_123,left,"['relación', 'producto', 'bruto', 'producto interior bruto']",[None],relación_NC_relación al_PAL_al producto_NC_producto interior_ADJ_interior bruto_ADJ_bruto (_LP_(PIB_NP_PIB)_RP_),relación al producto interior bruto PIB,"anterior, trece países han mejorado la ratio de déficit público con relación al producto interior bruto PIB, y sólo uno ha empeorado (Alemania). El país",« NON »,"NON; Le candidat-marqueur est présent en surface, mais il n’y a pas de lien conceptuel entre les éléments en relation.",,False,,NC PAL NC ADJ ADJ LP,False,1,True
H17,H17_economy_124,none,[None],[None],El_ART_el país_NC_país restante_ADJ_restante (_LP_(Luxemburgo_NP_Luxemburgo)_RP_),El país restante Luxemburgo,"PIB), y sólo uno ha empeorado (Alemania). El país restante Luxemburgo, continúa presentando superávit en sus cuentas públicas y es el único",« NON »,"NON; Le candidat-marqueur est présent en surface, mais il n’y a pas de lien conceptuel entre les éléments en relation.",,False,,ART NC ADJ LP,False,1,True
H17,H17_economy_125,left,"['producto', 'bruto', 'producto interior bruto']",[None],el_ART_el producto_NC_producto interior_ADJ_interior bruto_ADJ_bruto (_LP_(PIB_NP_PIB)_RP_),el producto interior bruto PIB,"el Banco de España, en el último trimestre de 1996, el producto interior bruto PIBexperimentó un incremento interanual del 2, 5 %. El crecimiento",« NON »,"NON; Le candidat-marqueur est présent en surface, mais il n’y a pas de lien conceptuel entre les éléments en relation.",abrev,False,,ART NC ADJ ADJ LP,False,3,True
H17,H17_economy_126,none,[None],[None],la_ART_el encuesta_NC_encuesta del_PDEL_del Instituto_NC_instituto Nacional_NP_Nacional de_PREP_de Estadística_NC_estadística (_LP_(INE_NP_INE)_RP_),la encuesta del Instituto Nacional de Estadística INE,", la mejora se circunscribió a los componentes no alimenticios. Según la encuesta del Instituto Nacional de Estadística INE, de octubre a diciembre, los índices de ventas de artículos",« NON »,"NON; Le candidat-marqueur est présent en surface, mais il n’y a pas de lien conceptuel entre les éléments en relation.",,False,,ART NC PDEL NC NP PREP NC LP,False,1,True
H17,H17_economy_127,left,['movimientos'],[None],los_ART_el movimientos_NC_movimiento turísticos_ADJ_turístico en_PREP_en fronteras_NC_frontera (_LP_(FRONTUR_NP_FRONTUR)_RP_),los movimientos turísticos en fronteras FRONTUR,". Desde otra vertiente, los resultados de la estadística mensual de los movimientos turísticos en fronteras FRONTURhan ofrecido datos interesantes sobre las características básicas del turismo receptor.",« NON »,"NON; Le candidat-marqueur est présent en surface, mais il n’y a pas de lien conceptuel entre les éléments en relation.",abrev,False,,ART NC ADJ PREP NC LP,False,1,True
H17,H17_economy_128,right,[None],"['importe', 'activo']",Suspensiones_NC_suspensión de_PREP_de pago_NC_pago (_LP_(importe_NC_importe activo_ADJ_activo)_RP_),Suspensiones de pago importe activo,Cifra de negocios. Resultados (sin dotaciones ni provisiones). Suspensiones de pago importe activo. Sociedades mercantiles constituidas. Crédito comercial. Consumo. Demanda de,« NON »,"NON; Le candidat-marqueur est présent en surface, mais il n’y a pas de lien conceptuel entre les éléments en relation.",,False,,NC PREP NC LP ADJ,False,1,True
H17,H17_economy_129,right,[None],"['variación', 'anual', 'variación anual']",INDICADORES_NC_indicador DE_PREP_de EMPLEO_NC_empleo (_LP_(Porcentaje_NC_porcentaje de_PREP_de variación_NC_variación anual_ADJ_anual)_RP_),INDICADORES DE EMPLEO Porcentaje de variación anual,"17, 8 % obtenido para los mayores de 25 años. INDICADORES DE EMPLEO Porcentaje de variación anualTabla NOTA: Cifras correspondientes a la encuesta de población activa.",« NON »,"NON; Le candidat-marqueur est présent en surface, mais il n’y a pas de lien conceptuel entre les éléments en relation.",,False,,NC PREP NC LP PREP NC ADJ,False,1,True
H17,H17_economy_130,left,"['índice', 'precios', 'consumo', 'índice de precios', 'precios de consumo']",[None],El_ART_el índice_NC_índice de_PREP_de precios_NC_precio de_PREP_de consumo_NC_consumo (_LP_(IPC_NP_IPC)_RP_),El índice de precios de consumo IPC,"INE y elaboración propia. PRECIOS La inflación baja del 3 % El índice de precios de consumo IPCaumentó un 0, 3 % en enero, tres décimas por",« NON »,"NON; Le candidat-marqueur est présent en surface, mais il n’y a pas de lien conceptuel entre les éléments en relation.",abrev,False,,ART NC PREP NC PREP NC LP,False,1,True
H17,H17_economy_131,right,[None],"['mensuales', 'porcentaje']",TIPOS_NC_tipo DE_PREP_de Interés_NC_interés (_LP_(Medias_NP_Medias mensuales_ADJ_mensual en_PREP_en porcentaje_NC_porcentaje)_RP_),TIPOS DE Interés Medias mensuales en porcentaje,"promedio diario en diciembre a 3, 8 billones en enero. TIPOS DE Interés Medias mensuales en porcentajeTabla NOTAS: - Cifras provisionales. - Día 24 para el",« NON »,"NON; Le candidat-marqueur est présent en surface, mais il n’y a pas de lien conceptuel entre les éléments en relation.",,False,,NC PREP NC LP ADJ PREP NC,False,2,True
H17,H17_economy_132,right,[None],"['miles', 'pesetas']",LETRAS_NC_letra DEL_ACRNM_DEL TESORO_NC_tesoro Tabla_NC_tabla Importe_NC_importe (_LP_(miles_NC_mil de_PREP_de millones_CARD_millones de_PREP_de pesetas_NC_peseta)_RP_),LETRAS DEL TESORO Tabla Importe miles de millones de pesetas,contrasta con la caída registrada en el mes anterior. EMISIONES DE LETRAS DEL TESORO Tabla Importe miles de millones de pesetas. Tipo de interés (%). Nominal solicitado. Nominal,« NON »,"NON; Le candidat-marqueur est présent en surface, mais il n’y a pas de lien conceptuel entre les éléments en relation.",,False,,NC ACRNM NC NC NC LP PREP CARD PREP NC,False,1,True
H17,H17_economy_133,right,[None],"['inversión', 'inversión mobiliaria', 'fondos de inversión']",los_ART_el inversores_NC_inversor de_PREP_de los_ART_el FIM_NP_FIM (_LP_(fondos_NC_fondo de_PREP_de inversión_NC_inversión mobiliaria_ADJ_mobiliario)_RP_),los inversores de los FIM fondos de inversión mobiliaria,"051 millones. Cabe señalar, asimismo, el mayor atractivo para los inversores de los FIM fondos de inversión mobiliariaque los FIAMM (fondos de inversión en activos del mercado monetario",« NON »,"NON; Le candidat-marqueur est présent en surface, mais il n’y a pas de lien conceptuel entre les éléments en relation.",,False,,ART NC PREP ART NP LP PREP NC ADJ,False,1,True
