id,subid,topic,relational_semantic_type,presence,candidate_term_left,candidate_term_right,Pivot,occurrence,full_context,annotation,justification,tags,global_freq,full_global_freq,inclusive,exclusive,comment,non sure,check,global_freq_oui,global_freq_non
H34,H34_economy_29,economy,hyp_d'exemplification,both,['precio'],['fluctuación'],Fluctuación_NC_fluctuación mínima_ADJ_pequeño del_PDEL_del precio_NC_precio:_COLON_: La_ART_el fluctuación_NC_fluctuación,Fluctuación mínima del precio La fluctuación,día hábil para MEFF RENTA FIJA siguiente al de vencimiento. Fluctuación mínima del precio La fluctuacióncorrespondiente a un movimiento en un sentido u otro de una centésima,« OUI »,OUI;Un contexte dans lequel il y a deux CT en relation du domaine.,NC ADJ PDEL NC ART NC,3,4,True,False,,False,,3,0
H34,H34_economy_30,economy,hyp_d'exemplification,none,[None],[None],ESPECIFICACIONES_NC_especificación TÉCNICAS_ADJ_técnico Subyacente_ADJ_subyacente:_COLON_: Cantidad_NC_cantidad,ESPECIFICACIONES TÉCNICAS Subyacente Cantidad,"establecerán mediante Circular, dentro de los términos del Reglamento. ESPECIFICACIONES TÉCNICAS Subyacente Cantidaden pesetas resultante de multiplicar un nominal de diez millones de pesetas",« NON »,"NON; Le candidat-marqueur est présent en surface, mais il n’y a pas de lien conceptuel entre les éléments en relation.",NC ADJ ADJ NC,5,5,False,True,,False,,1,4
H34,H34_economy_31,economy,hyp_d'exemplification,right,[None],['meses'],Vencimientos_NC_vencimiento:_COLON_: Los_ART_el meses_NC_mes,Vencimientos Los meses,"cien y especificada hasta la centésima de uno por cien. Vencimientos Los mesesde marzo, junio, septiembre y diciembre, negociándose como mínimo",« NON »,"NON; Le candidat-marqueur est présent en surface, mais il n’y a pas de lien conceptuel entre les éléments en relation.",NC ART NC,23,47,False,True,,False,,3,20
H34,H34_economy_32,economy,hyp_d'exemplification,both,"['día', 'negociación', 'día de negociación']",['día'],día_NC_día de_PREP_de negociación_NC_negociación:_COLON_: El_ART_el día_NC_día,día de negociación El día,"septiembre y diciembre, negociándose como mínimo cuatro vencimientos. Último día de negociación El díay a la hora española en que, en el caso de",« OUI »,OUI;Un contexte dans lequel il y a deux CT en relation du domaine.,NC PREP NC ART NC,12,18,True,False,,False,,10,2
H34,H34_economy_33,economy,hyp_d'exemplification,both,['vencimiento'],['vencimiento'],Fecha_NC_fecha de_PREP_de vencimiento_NC_vencimiento:_COLON_: El_ART_el vencimiento_NC_vencimiento,Fecha de vencimiento El vencimiento,"por el orden definido, expresado en tanto por cien. Fecha de vencimiento El vencimientoserá coincidente con el último día de negociación. Fecha de liquidación",« OUI »,OUI;Un contexte dans lequel il y a deux CT en relation du domaine.,NC PREP NC ART NC,12,18,True,False,,False,,10,2
H34,H34_economy_34,economy,hyp_d'exemplification,left,['liquidación'],[None],Fecha_NC_fecha de_PREP_de liquidación_NC_liquidación:_COLON_: Los_ART_el pagos_NC_pago,Fecha de liquidación Los pagos,El vencimiento será coincidente con el último día de negociación. Fecha de liquidación Los pagosy los cobros correspondiente a la liquidación por diferencias al vencimiento tomarán,« OUI »,OUI;Un contexte dans lequel il y a deux CT en relation du domaine.,NC PREP NC ART NC,12,18,True,False,,False,,10,2
H34,H34_economy_35,economy,hyp_d'exemplification,both,['precio'],['fluctuación'],Fluctuación_NC_fluctuación mínima_ADJ_pequeño del_PDEL_del precio_NC_precio:_COLON_: La_ART_el fluctuación_NC_fluctuación,Fluctuación mínima del precio La fluctuación,día hábil para MEFF RENTA FIJA siguiente al de vencimiento. Fluctuación mínima del precio La fluctuacióncorrespondiente a un movimiento en un sentido u otro de una centésima,« OUI »,OUI;Un contexte dans lequel il y a deux CT en relation du domaine.,NC ADJ PDEL NC ART NC,3,4,True,False,,False,,3,0
H34,H34_economy_36,economy,hyp_d'exemplification,left,"['siguiente', 'función']",[None],través_NC_través de_PREP_de la_ART_el siguiente_ADJ_siguiente función_NC_función:_COLON_: xxx_NP_xxx,través de la siguiente función xxx,es capaz de transformar estos dos factores en producción final a través de la siguiente función xxxen la que por xxx entendemos la producción agregada. Para simplificar,« NON »,"NON; Le candidat-marqueur est présent en surface, mais il n’y a pas de lien conceptuel entre les éléments en relation.",NC PREP ART ADJ NC NP,5,5,False,True,,False,,0,5
H34,H34_economy_37,economy,hyp_d'exemplification,left,"['producción', 'tipo']",[None],producción_NC_producción es_VSfin_ser del_PDEL_del tipo_NC_tipo Cobb-Douglas_NP_Cobb-Douglas:_COLON_: xxx_NP_xxx,producción es del tipo Douglas xxx,"4]. Consideraremos, adicionalmente, que la función de producción es del tipo Douglas xxxsiendo xxx el nivel de la tecnología. Desde una perspectiva macroeconómica",« INCERTAINE »,INCERTAINE;Manque d’indices linguistiques ou manque de connaissances sur le domaine,NC VSfin PDEL NC NP NP,1,1,False,False,,False,,0,1
H34,H34_economy_38,economy,hyp_d'exemplification,left,"['obtenemos', 'siguiente', 'relación']",[None],tiempo_NC_tiempo obtenemos_VLfin_obtener la_ART_el siguiente_ADJ_siguiente relación_NC_relación:_COLON_: xxx_NP_xxx,tiempo obtenemos la siguiente relación xxx,miembro son constantes. Si tomamos logaritmos y derivamos respecto del tiempo obtenemos la siguiente relación xxx. Esta expresión es una ecuación clave que requiere un cierto detenimiento,« INCERTAINE »,INCERTAINE;Manque d’indices linguistiques ou manque de connaissances sur le domaine,NC VLfin ART ADJ NC NP,1,1,False,False,,False,,0,1
H34,H34_economy_39,economy,hyp_d'exemplification,left,"['producción', 'efectos', 'desbordamiento', 'efectos desbordamiento']",[None],"la_ART_el producción_NC_producción,_CM_, los_ART_el llamados_VLadj_llamar efectos_NC_efecto desbordamiento_NC_desbordamiento:_COLON_: la_ART_el decisión_NC_decisión",la producción los llamados efectos desbordamiento la decisión,. Este fenómeno puede explicarse mediante la existencia de externalidades en la producción los llamados efectos desbordamiento la decisiónde cada productor individual afecta positivamente a la producción de todos los,« OUI »,"OUI;L’un des deux éléments est un candidat-terme du domaine, l’autre élément n'appartient pas au LST, mais est general",ART NC ART VLadj NC NC ART NC,1,1,True,False,,False,,1,0
H34,H34_economy_40,economy,hyp_d'exemplification,none,[None],[None],UNA_ART_un TASA_NC_tasa DE_PREP_de AHORRO_NC_ahorro CONSTANTE_ADJ_constante:_COLON_: UNA_ART_un EXPOSICIÓN_NC_exposición,UNA TASA DE AHORRO CONSTANTE UNA EXPOSICIÓN,escala excluyen siempre el crecimiento de la población. MODELOS CON UNA TASA DE AHORRO CONSTANTE UNA EXPOSICIÓNGRÁFICA Es frecuente oír decir a los asesores económicos del Tercer Mundo,« NON »,"NON; Le candidat-marqueur est présent en surface, mais il n’y a pas de lien conceptuel entre les éléments en relation.",ART NC PREP NC ADJ ART NC,3,6,False,True,,False,,0,3
H34,H34_economy_41,economy,hyp_d'exemplification,both,['neoclásico'],['modelo'],Crecimiento_NC_crecimiento neoclásico_ADJ_neoclásico:_COLON_: el_ART_el modelo_NC_modelo,Crecimiento neoclásico el modelo,"análisis continuaremos suponiendo que la tasa de ahorro es constante. Crecimiento neoclásico el modelode Solow y Swan Para empezar, vamos a suponer que contamos",« OUI »,OUI;Un contexte dans lequel il y a deux CT en relation du domaine.,NC ADJ ART NC,9,20,False,False,,False,,3,6
H34,H34_economy_42,economy,hyp_d'exemplification,left,"['diferencia', 'funciones']",[None],la_ART_el diferencia_NC_diferencia entre_PREP_entre dos_CARD_dos funciones_NC_función:_COLON_: xxx_NP_xxx,la diferencia entre dos funciones xxx,se nos indica que esta tasa de crecimiento viene dada por la diferencia entre dos funciones xxx. Se han representado estas dos funciones en el gráfico 2.,« INCERTAINE »,INCERTAINE;Manque d’indices linguistiques ou manque de connaissances sur le domaine,ART NC PREP CARD NC NP,1,1,False,False,,False,,0,1
H34,H34_economy_43,economy,hyp_d'exemplification,both,"['modelo', 'factores', 'producción', 'factores de producción']",['capital'],El_ART_el modelo_NC_modelo incluye_VLfin_incluir tres_CARD_tres factores_NC_factor de_PREP_de producción_NC_producción:_COLON_: capital_NC_capital,El modelo incluye tres factores de producción capital,"ellos bautizaron como un "" modelo de Solow ampliado "". El modelo incluye tres factores de producción capital, trabajo en el sentido convencional y capital humano (designado por",« OUI »,OUI;Un contexte dans lequel il y a deux CT en relation du domaine.,ART NC VLfin CARD NC PREP NC NC,1,1,True,False,,False,,1,0
H34,H34_economy_44,economy,hyp_d'exemplification,left,['tecnología'],[None],una_ART_un tecnología_NC_tecnología Cobb-Douglas_NP_Cobb-Douglas:_COLON_: xxx_NP_xxx,una tecnología Douglas xxx,"sentido convencional y capital humano (designado por H) en una tecnología Douglas xxx. Mankiw, Romer y Weil supusieron, además, que tanto",« INCERTAINE »,INCERTAINE;Manque d’indices linguistiques ou manque de connaissances sur le domaine,ART NC NP NP,1,1,False,False,,False,,0,1
H34,H34_economy_45,economy,hyp_d'exemplification,none,[None],[None],CRECIMIENTO_NC_crecimiento NEOCLÁSICO_ADJ_neoclásico:_COLON_: EL_ART_el MODELO_NC_modelo,CRECIMIENTO NEOCLÁSICO EL MODELO,alrededor de xxx se obtiene (2. 2). CRECIMIENTO NEOCLÁSICO EL MODELODE RAMSEY EL modelo de las familias productoras Hasta este momento se,« OUI »,OUI;Un contexte dans lequel il y a deux CT en relation du domaine.,NC ADJ ART NC,9,20,False,False,,False,,3,6
H34,H34_economy_46,economy,hyp_d'exemplification,left,['expresión'],[None],expresión_NC_expresión:_COLON_: xxx_NP_xxx,expresión xxx,"rendimientos constantes de escala, [3] obtenemos la siguiente expresión xxx. El segundo miembro de (3. 3) está expresado",« INCERTAINE »,INCERTAINE;Manque d’indices linguistiques ou manque de connaissances sur le domaine,NC NP,22,27,False,True,,False,,0,22
H34,H34_economy_47,economy,hyp_d'exemplification,left,"['caso', 'siguientes']",[None],"caso_NC_caso,_CM_, son_VSfin_ser las_ART_el siguientes_ADJ_siguiente:_COLON_: xxx_NP_xxx",caso son las siguientes xxx,"inversión). Las condiciones de primer orden, en este caso son las siguientes xxx. La ecuación (3. 10) dice que el valor",« INCERTAINE »,INCERTAINE;Manque d’indices linguistiques ou manque de connaissances sur le domaine,NC VSfin ART ADJ NP,1,1,False,False,,False,,0,1
H34,H34_economy_48,economy,hyp_d'exemplification,left,"['crecimiento', 'consumo', 'crecimiento del consumo']",[None],el_ART_el crecimiento_NC_crecimiento del_PDEL_del consumo_NC_consumo:_COLON_: xxx_NP_xxx,el crecimiento del consumo xxx,"11), para llegar a la condición que debe cumplir el crecimiento del consumo xxx. La ecuación (3. 13) se denomina, en",« INCERTAINE »,INCERTAINE;Manque d’indices linguistiques ou manque de connaissances sur le domaine,ART NC PDEL NC NP,1,2,False,False,,False,,0,1
H34,H34_economy_49,economy,hyp_d'exemplification,left,['forma'],[None],forma_NC_forma:_COLON_: xxx_NP_xxx,forma xxx,"Euler. Para interpretarla, es conveniente reescribirla de la siguiente forma xxx. El miembro de la izquierda recoge el beneficio o rendimiento que",« INCERTAINE »,INCERTAINE;Manque d’indices linguistiques ou manque de connaissances sur le domaine,NC NP,22,27,False,True,,False,,0,22
H34,H34_economy_50,economy,hyp_d'exemplification,left,"['siguiente', 'modo']",[None],xxx_NP_xxx puede_VMfin_poder expresarse_VCLIinf_expresarse del_PDEL_del siguiente_ADJ_siguiente modo_NC_modo:_COLON_: xxx_NP_xxx,xxx puede expresarse del siguiente modo xxx,"de los agentes individuales. Si empleamos una tecnología Cobb-Douglas, xxx puede expresarse del siguiente modo xxx. La ecuación (3. 12) recoge la condición de",« INCERTAINE »,INCERTAINE;Manque d’indices linguistiques ou manque de connaissances sur le domaine,NP VMfin VCLIinf PDEL ADJ NC NP,1,1,False,False,,False,,0,1
H34,H34_economy_51,economy,hyp_d'exemplification,both,['diferentes'],['economía'],contextos_NC_contexto diferentes_ADJ_diferente:_COLON_: una_ART_un economía_NC_economía,contextos diferentes una economía,en mostrar cómo estas ecuaciones dinámicas son también aplicables en dos contextos diferentes una economíacon mercados competitivos y una economía dirigida por un planificador. EL,« NON »,"NON; Le candidat-marqueur est présent en surface, mais il n’y a pas de lien conceptuel entre les éléments en relation.",NC ADJ ART NC,9,20,False,False,,False,,3,6
H34,H34_economy_52,economy,hyp_d'exemplification,left,['forma'],[None],forma_NC_forma:_COLON_: xxx_NP_xxx,forma xxx,progreso técnico neutral de Hicks se pueden escribir de la siguiente forma xxxen la cual xxx es un índice del estado de la tecnología,« INCERTAINE »,INCERTAINE;Manque d’indices linguistiques ou manque de connaissances sur le domaine,NC NP,22,27,False,True,,False,,0,22
H34,H34_economy_53,economy,hyp_d'exemplification,left,['expresión'],[None],expresión_NC_expresión:_COLON_: xxx_NP_xxx,expresión xxx,"tecnología en el momento xxx, que evoluciona según la siguiente expresión xxx(es decir que xxx), y xxx sigue siendo una",« INCERTAINE »,INCERTAINE;Manque d’indices linguistiques ou manque de connaissances sur le domaine,NC NP,22,27,False,True,,False,,0,22
H34,H34_economy_54,economy,hyp_d'exemplification,left,"['producción', 'siguiente', 'forma']",[None],producción_NC_producción debe_VMfin_deber tener_VLinf_tener la_ART_el siguiente_ADJ_siguiente forma_NC_forma:_COLON_: xxx_NP_xxx,producción debe tener la siguiente forma xxx,"1961) demostraron que esta condición implica que la función de producción debe tener la siguiente forma xxxen la cual xxx, de nuevo, es un índice de",« INCERTAINE »,INCERTAINE;Manque d’indices linguistiques ou manque de connaissances sur le domaine,NC VMfin VLinf ART ADJ NC NP,1,1,False,False,,False,,0,1
H34,H34_economy_55,economy,hyp_d'exemplification,left,"['acumulación', 'siguiente', 'expresión']",[None],acumulación_NC_acumulación con_PREP_con la_ART_el siguiente_ADJ_siguiente expresión_NC_expresión:_COLON_: xxx_NP_xxx,acumulación con la siguiente expresión xxx,"no se producen avances tecnológicos xxx, y una función de acumulación con la siguiente expresión xxx, en la cual se cumple que xxx, siendo xxx una",« INCERTAINE »,INCERTAINE;Manque d’indices linguistiques ou manque de connaissances sur le domaine,NC PREP ART ADJ NC NP,5,5,False,True,,False,,0,5
H34,H34_economy_56,economy,hyp_d'exemplification,left,"['utilidad', 'siguiente', 'forma']",[None],utilidad_NC_utilidad de_PREP_de la_ART_el siguiente_ADJ_siguiente forma_NC_forma:_COLON_: xxx_NP_xxx,utilidad de la siguiente forma xxx,"de modo que xxx), podemos escribir la función de utilidad de la siguiente forma xxxy la restricción presupuestaria como xxx. Los individuos maximizan (4",« INCERTAINE »,INCERTAINE;Manque d’indices linguistiques ou manque de connaissances sur le domaine,NC PREP ART ADJ NC NP,5,5,False,True,,False,,0,5
H34,H34_economy_57,economy,hyp_d'exemplification,left,['caso'],[None],caso_NC_caso:_COLON_: xxx_NP_xxx,caso xxx,"que la función de utilidad esté acotada es, en este caso xxxa la par que la ecuación diferencial que describe el crecimiento del",« INCERTAINE »,INCERTAINE;Manque d’indices linguistiques ou manque de connaissances sur le domaine,NC NP,22,27,False,True,,False,,0,22
H34,H34_economy_58,economy,hyp_d'exemplification,left,"['crecimiento', 'consumo', 'crecimiento del consumo']",[None],el_ART_el crecimiento_NC_crecimiento del_PDEL_del consumo_NC_consumo es_VSfin_ser:_COLON_: xxx_NP_xxx,el crecimiento del consumo es xxx,": xxx a la par que la ecuación diferencial que describe el crecimiento del consumo es xxx. La condición de transversalidad requiere que xxx, siendo xxx el",« INCERTAINE »,INCERTAINE;Manque d’indices linguistiques ou manque de connaissances sur le domaine,ART NC PDEL NC VSfin NP,2,2,False,False,,False,,0,2
H34,H34_economy_59,economy,hyp_d'exemplification,none,[None],[None],MODELOS_NC_modelo CONVEXOS_ADJ_convexo DE_PREP_de CRECIMIENTO_NC_crecimiento ENDÓGENO_ADJ_endógeno:_COLON_: EL_ART_el MODELO_NC_modelo,MODELOS CONVEXOS DE CRECIMIENTO ENDÓGENO EL MODELO,prociclicidad de los salarios reales y los tipos de interés. MODELOS CONVEXOS DE CRECIMIENTO ENDÓGENO EL MODELOAK El modelo de las familias productoras En este capítulo estudiaremos el,« OUI »,OUI;Un contexte dans lequel il y a deux CT en relation du domaine.,NC ADJ PREP NC ADJ ART NC,1,2,True,False,,False,,1,0
H34,H34_economy_60,economy,hyp_d'exemplification,left,"['cápita', 'siguiente', 'forma']",[None],"cápita_NC_cápita,_CM_, de_PREP_de la_ART_el siguiente_ADJ_siguiente forma_NC_forma:_COLON_: xxx_NP_xxx",cápita de la siguiente forma xxx,"de acumulación de la economía puede expresarse, en términos per cápita de la siguiente forma xxx. La ecuación (5. 3) corresponde a la anterior",« INCERTAINE »,INCERTAINE;Manque d’indices linguistiques ou manque de connaissances sur le domaine,NC PREP ART ADJ NC NP,5,5,False,True,,False,,0,5
H34,H34_economy_61,economy,hyp_d'exemplification,left,['condiciones'],[None],Las_ART_el condiciones_NC_condición de_PREP_de primer_ORD_nu|primero orden_NC_orden son_VSfin_ser:_COLON_: xxx_NP_xxx,Las condiciones de primer orden son xxx,"Para solucionar este problema, debemos construir el Hamiltoniano xxx. Las condiciones de primer orden son xxx. Tal como se hizo en el capítulo 2, se puede",« INCERTAINE »,INCERTAINE;Manque d’indices linguistiques ou manque de connaissances sur le domaine,ART NC PREP ORD NC VSfin NP,1,1,False,False,,False,,0,1
H34,H34_economy_62,economy,hyp_d'exemplification,left,"['modo', 'siguiente', 'resultado']",[None],modo_NC_modo el_ART_el siguiente_ADJ_siguiente resultado_NC_resultado:_COLON_: xxx_NP_xxx,modo el siguiente resultado xxx,resultado en (5. 6). Obtenemos de este modo el siguiente resultado xxx. Obsérvese que (5. 8) indica que el consumo,« INCERTAINE »,INCERTAINE;Manque d’indices linguistiques ou manque de connaissances sur le domaine,NC ART ADJ NC NP,1,1,False,False,,False,,0,1
H34,H34_economy_63,economy,hyp_d'exemplification,left,['forma'],[None],forma_NC_forma:_COLON_: xxx_NP_xxx,forma xxx,"esta ecuación de forma intuitiva, la reescribimos de la siguiente forma xxx. Una vez más, el miembro de la izquierda de (",« INCERTAINE »,INCERTAINE;Manque d’indices linguistiques ou manque de connaissances sur le domaine,NC NP,22,27,False,True,,False,,0,22
H34,H34_economy_64,economy,hyp_d'exemplification,left,['resultado'],[None],resultado_NC_resultado:_COLON_: xxx_NP_xxx,resultado xxx,"teniendo en cuenta asimismo que xxx, se obtiene el siguiente resultado xxx. La solución a (5. 14) es xxx siendo",« INCERTAINE »,INCERTAINE;Manque d’indices linguistiques ou manque de connaissances sur le domaine,NC NP,22,27,False,True,,False,,0,22
H34,H34_economy_65,economy,hyp_d'exemplification,left,['resultado'],[None],resultado_NC_resultado final_ADJ_final que_CQUE_que estábamos_VEfin_estar buscando_VLger_buscar:_COLON_: xxx_NP_xxx,resultado final que estábamos buscando xxx,"tomamos el límite cuando xxx tiende a infinito, llegamos al resultado final que estábamos buscando xxx. Dado que xxx, el segundo término del corchete tiende a",« INCERTAINE »,INCERTAINE;Manque d’indices linguistiques ou manque de connaissances sur le domaine,NC ADJ CQUE VEfin VLger NP,1,1,False,False,,False,,0,1
H34,H34_economy_66,economy,hyp_d'exemplification,left,"['productos', 'marginales', 'productos marginales']",[None],los_ART_el productos_NC_producto marginales_ADJ_marginal:_COLON_: xxx_NP_xxx,los productos marginales xxx,"las empresas exigen que las tasas de rendimiento sean iguales a los productos marginales xxx. Dado que nos enfrentamos a una economía cerrada sin gobierno,",« INCERTAINE »,INCERTAINE;Manque d’indices linguistiques ou manque de connaissances sur le domaine,ART NC ADJ NP,1,2,False,False,,False,,0,1
H34,H34_economy_67,economy,hyp_d'exemplification,left,"['consumo', 'siguiente', 'relación']",[None],"el_ART_el consumo_NC_consumo,_CM_, mediante_PREP_mediante la_ART_el siguiente_ADJ_siguiente relación_NC_relación:_COLON_: xxx_NP_xxx",el consumo mediante la siguiente relación xxx,", xxx y xxx, pueden ser acumulados detrayendo recursos para el consumo mediante la siguiente relación xxxsiendo xxx y xxx las tasas de depreciación del capital físico y",« INCERTAINE »,INCERTAINE;Manque d’indices linguistiques ou manque de connaissances sur le domaine,ART NC PREP ART ADJ NC NP,1,1,False,False,,False,,0,1
H34,H34_economy_68,economy,hyp_d'exemplification,both,"['factores', 'producción', 'factores de producción']",['capital'],factores_NC_factor de_PREP_de producción_NC_producción:_COLON_: capital_NC_capital,factores de producción capital,"contexto, la producción depende de las cantidades existentes de dos factores de producción capitalprivado, xxx, y un factor de producción provisto por el",« OUI »,OUI;Un contexte dans lequel il y a deux CT en relation du domaine.,NC PREP NC NC,7,12,False,False,,False,,1,6
H34,H34_economy_69,economy,hyp_d'exemplification,left,['obtenemos'],[None],orden_NC_orden que_CQUE_que obtenemos_VLfin_obtener son_VSfin_ser:_COLON_: xxx_NP_xxx,orden que obtenemos son xxx,"optimización. EL Hamiltoniano será xxx y las condiciones de primer orden que obtenemos son xxx. Si se toman logaritmos, se derivan los dos miembros de",« INCERTAINE »,INCERTAINE;Manque d’indices linguistiques ou manque de connaissances sur le domaine,NC CQUE VLfin VSfin NP,1,1,False,False,,False,,0,1
H34,H34_economy_70,economy,hyp_d'exemplification,left,['obtenemos'],[None],"xxx_NP_xxx,_CM_, obtenemos_VLfin_obtener que_CQUE_que:_COLON_: xxx_NP_xxx",xxx obtenemos que xxx,"impositivo, xxx, como una función de xxx. Despejando xxx obtenemos que xxx. Y, por fin, sustituyendo (6. 9)",« INCERTAINE »,INCERTAINE;Manque d’indices linguistiques ou manque de connaissances sur le domaine,NP VLfin CQUE NP,1,1,False,False,,False,,0,1
H34,H34_economy_71,economy,hyp_d'exemplification,none,[None],[None],El_ART_el Hamiltoniano_NP_Hamiltoniano de_PREP_de este_DM_este problema_NC_problema es_VSfin_ser:_COLON_: xxx_NP_xxx,El Hamiltoniano de este problema es xxx,sujeto a la nueva restricción (6. 12). El Hamiltoniano de este problema es xxx. Y sus condiciones de primer orden son: xxx. Si,« INCERTAINE »,INCERTAINE;Manque d’indices linguistiques ou manque de connaissances sur le domaine,ART NP PREP DM NC VSfin NP,1,1,False,False,,False,,0,1
H34,H34_economy_72,economy,hyp_d'exemplification,left,['condiciones'],[None],condiciones_NC_condición de_PREP_de primer_ORD_nu|primero orden_NC_orden son_VSfin_ser:_COLON_: xxx_NP_xxx,condiciones de primer orden son xxx,"El Hamiltoniano de este problema es: xxx. Y sus condiciones de primer orden son xxx. Si procedemos a efectuar las sustituciones habituales, acabaremos por obtener",« INCERTAINE »,INCERTAINE;Manque d’indices linguistiques ou manque de connaissances sur le domaine,NC PREP ORD NC VSfin NP,1,1,False,False,,False,,0,1
H34,H34_economy_73,economy,hyp_d'exemplification,left,['efecto'],[None],efecto_NC_efecto es_VSfin_ser universal_ADJ_universal:_COLON_: las_ART_el acciones_NC_acción,efecto es universal las acciones,fiscal en todo momento parece razonable. [3] Este efecto es universal las accionesdel gobierno siempre se tienen que financiar y ello conlleva distorsiones que,« NON »,"NON; Le candidat-marqueur est présent en surface, mais il n’y a pas de lien conceptuel entre les éléments en relation.",NC VSfin ADJ ART NC,1,2,False,True,,False,,0,1
H34,H34_economy_74,economy,hyp_d'exemplification,left,['factor'],[None],través_NC_través del_PDEL_del factor_NC_factor xxx_NP_xxx:_COLON_: xxx_NP_xxx,través del factor xxx xxx,"Supongamos que contamos con una tecnología potenciadora del trabajo, a través del factor xxx xxx. La función xxx satisface las propiedades neoclásicas descritas en el capítulo",« INCERTAINE »,INCERTAINE;Manque d’indices linguistiques ou manque de connaissances sur le domaine,NC PDEL NC NP NP,1,1,False,False,,False,,0,1
H34,H34_economy_75,economy,hyp_d'exemplification,left,['forma'],[None],forma_NC_forma:_COLON_: xxx_NP_xxx,forma xxx,producción de la empresa xxx se puede escribir de la siguiente forma xxx. Esta función de producción presenta rendimientos constantes de escala cuando xxx,« INCERTAINE »,INCERTAINE;Manque d’indices linguistiques ou manque de connaissances sur le domaine,NC NP,22,27,False,True,,False,,0,22
H34,H34_economy_76,economy,hyp_d'exemplification,left,"['producción', 'siguiente', 'forma']",[None],producción_NC_producción agregada_VLadj_agregar adopta_VLfin_adoptar la_ART_el siguiente_ADJ_siguiente forma_NC_forma:_COLON_: xxx_NP_xxx,producción agregada adopta la siguiente forma xxx,"sumamos la producción de todas las empresas, la función de producción agregada adopta la siguiente forma xxxen la que xxx. Debido a la conveniencia de trabajar en",« INCERTAINE »,INCERTAINE;Manque d’indices linguistiques ou manque de connaissances sur le domaine,NC VLadj VLfin ART ADJ NC NP,1,1,False,False,,False,,0,1
H34,H34_economy_77,economy,hyp_d'exemplification,none,[None],[None],"alturas_NC_altura,_CM_, nos_PPX_nosotros resulta_VLfin_resultar ya_ADV_ya familiar_ADJ_familiar:_COLON_: xxx_NP_xxx",alturas nos resulta ya familiar xxx,"Para resolver este problema plantearemos un Hamiltoniano que, a estas alturas nos resulta ya familiar xxx. Las condiciones de primer orden son en este caso: xxx",« INCERTAINE »,INCERTAINE;Manque d’indices linguistiques ou manque de connaissances sur le domaine,NC PPX VLfin ADV ADJ NP,1,1,False,False,,False,,0,1
H34,H34_economy_78,economy,hyp_d'exemplification,left,['caso'],[None],orden_NC_orden son_VSfin_ser en_PREP_en este_DM_este caso_NC_caso:_COLON_: xxx_NP_xxx,orden son en este caso xxx,nos resulta ya familiar: xxx. Las condiciones de primer orden son en este caso xxx. El equilibrio en el mercado de capital requiere que el capital,« INCERTAINE »,INCERTAINE;Manque d’indices linguistiques ou manque de connaissances sur le domaine,NC VSfin PREP DM NC NP,1,1,False,False,,False,,0,1
H34,H34_economy_79,economy,hyp_d'exemplification,none,[None],[None],Hamiltoniano_NP_Hamiltoniano:_COLON_: xxx_NP_xxx,Hamiltoniano xxx,"en (7. 6), finalmente obtendremos el siguiente Hamiltoniano xxx. Si a continuación, calculamos las condiciones de primer orden,",« INCERTAINE »,INCERTAINE;Manque d’indices linguistiques ou manque de connaissances sur le domaine,NP NP,6,9,False,True,,False,,0,6
H34,H34_economy_80,economy,hyp_d'exemplification,both,['resultados'],['reducción'],Los_ART_el resultados_NC_resultado fueron_VSfin_ser asombrosos_ADJ_asombroso:_COLON_: la_ART_el reducción_NC_reducción,Los resultados fueron asombrosos la reducción,relación con el número de barcos construidos hasta la fecha. Los resultados fueron asombrosos la reducciónde las horas de trabajo necesarias por buque oscilaba entre el 12,« NON »,"NON; Le candidat-marqueur est présent en surface, mais il n’y a pas de lien conceptuel entre les éléments en relation.",ART NC VSfin ADJ ART NC,2,3,False,True,,False,,0,2
H34,H34_economy_81,economy,hyp_d'exemplification,left,['caso'],[None],caso_NC_caso:_COLON_: xxx_NP_xxx,caso xxx,"La restricción de acumulación del capital físico es, en este caso xxxsiendo xxx la tasa de depreciación constante del capital físico. Si",« INCERTAINE »,INCERTAINE;Manque d’indices linguistiques ou manque de connaissances sur le domaine,NC NP,22,27,False,True,,False,,0,22
H34,H34_economy_82,economy,hyp_d'exemplification,none,[None],[None],manera_NC_manera:_COLON_: xxx_NP_xxx,manera xxx,"formalmente (y en términos per cápita) de la siguiente manera xxx. La ecuación (8. 5) indica, pues,",« INCERTAINE »,INCERTAINE;Manque d’indices linguistiques ou manque de connaissances sur le domaine,NC NP,22,27,False,True,,False,,0,22
H34,H34_economy_83,economy,hyp_d'exemplification,left,"['precios', 'precios implícitos']",[None],el_ART_el Hamiltoniano_NP_Hamiltoniano deberemos_VLfin_deber incluir_VLinf_incluir dos_CARD_dos precios_NC_precio implícitos_ADJ_implícito:_COLON_: xxx_NP_xxx,el Hamiltoniano deberemos incluir dos precios implícitos xxx,"en lugar de una. Por este motivo, al construir el Hamiltoniano deberemos incluir dos precios implícitos xxxsiendo xxx y xxx, precisamente, los precios implícitos de la",« INCERTAINE »,INCERTAINE;Manque d’indices linguistiques ou manque de connaissances sur le domaine,ART NP VLfin VLinf CARD NC ADJ NP,1,1,False,False,,False,,0,1
