Candidat de regroupement	Fréquence	Spécificité	Variantes orthographiques	Matrice
razón intrínseco	4	6.25	razón intrínseca___razones intrínsecas	Nom Adjectif
valor de escasez	4	6.25	valor de escasez	Nom Préposition Nom
aspecto rentista	4	6.25	aspecto rentista	Nom Adjectif
hematopoyesis	4	6.25	hematopoyesis	Nom
bulbar	4	6.25	bulbar	Nom
análisis directo	4	6.25	análisis directo	Nom Adjectif
proteína en abundancia	4	6.25	proteína en abundancia___proteínas en abundancia	Nom Préposition Nom
animal irradiado	4	6.25	animal irradiado	Nom Adjectif
tipo de receptor	4	6.25	tipo de receptor___tipo de receptores	Nom Préposition Nom
iteraciones	4	6.25	iteraciones	Nom
estímulo físico	4	6.25	estímulo físico	Nom Adjectif
enlace tioléster	4	6.25	enlace tioléster	Nom Nom
donante original	4	6.25	donante original	Nom Adjectif
plan corporal	4	6.25	plan corporal___planes corporales	Nom Adjectif
impronta materna	4	6.25	impronta materna	Nom Adjectif
cabeza lector	4	6.25	cabezas lectoras	Nom Adjectif
membrana artificial	4	6.25	membranas artificiales	Nom Adjectif
autorización del autor	4	6.25	autorización del autor	Nom Préposition Nom
madre hematopoyética	4	6.25	madre hematopoyética	Nom Adjectif
gama de tamaño	4	6.25	gama de tamaños	Nom Préposition Nom
anti-xxx fluorescente	4	6.25	anti-xxx fluorescente	Nom Adjectif
técnica de inmunofluorescencia	4	6.25	técnicas de inmunofluorescencia	Nom Préposition Nom
respuesta primario y secundario	4	6.25	respuestas primaria y secundaria___respuestas primarias y secundarias	Nom Adjectif Coord_Conjunction Adjectif
capuchón	4	6.25	capuchón	Nom
inmunoglobulina individual	4	6.25	inmunoglobulina individual___inmunoglobulina individuales	Nom Adjectif
población de anticuerpo	4	6.25	población de anticuerpo___población de anticuerpos	Nom Préposition Nom
instalación del soporte	4	6.25	instalación del soporte	Nom Préposition Nom
tasa de crecimiento competitivo	4	6.25	tasa de crecimiento competitivo___tasa de crecimiento competitiva	Nom Préposition Nom Adjectif
chrysogenum	4	6.25	chrysogenum	Nom
penicillium	4	6.25	penicillium	Nom
volumen agregado	4	6.25	volumen agregado	Nom Nom
pisum sativum	4	6.25	pisum sativum	Nom Nom
cultivo madre	4	6.25	cultivo madre	Nom Nom
asexuales	4	6.25	asexuales	Nom
existencia de unidad	4	6.25	existencia de unidades	Nom Préposition Nom
hamiltoniano	4	6.25	hamiltoniano	Nom
herencia uniparental	4	6.25	herencia uniparental	Nom Adjectif
presencia de dna	4	6.25	presencia de dna	Nom Préposition Nom
crecimiento filamentoso	4	6.25	crecimiento filamentoso	Nom Adjectif
tecnólogo de fermentaciones	4	6.25	tecnólogo de fermentaciones	Nom Préposition Nom
definición de netware	4	6.25	definición de netware___definiciones de netware	Nom Préposition Nom
función de producción neoclásico	4	6.25	función de producción neoclásica	Nom Préposition Nom Adjectif
morfología final	4	6.25	morfología final	Nom Adjectif
información de servidor	4	6.25	información de servidor___información de servidores	Nom Préposition Nom
forma filamentosas	4	6.25	formas filamentosas	Nom Adjectif
figura pantalla	4	6.25	figura pantalla	Nom Nom
cruz genético	4	6.25	cruces genéticos	Nom Adjectif
panel de circuito electrónico	4	6.25	paneles de circuitos electrónicos	Nom Préposition Nom Adjectif
co-transportador	4	6.25	co-transportador	Nom
inversión útil	4	6.25	inversiones útiles	Nom Adjectif
solanum	4	6.25	solanum	Nom
naturaleza hereditaria	4	6.25	naturaleza hereditaria	Nom Adjectif
certificados	4	6.25	certificados	Nom
característica hereditarias	4	6.25	características hereditarias	Nom Adjectif
transportadores de glucosa	4	6.25	transportadores de glucosa	Nom Préposition Nom
protoplasto	4	6.25	protoplasto	Nom
industria de artículo	4	6.25	industrias de artículos	Nom Préposition Nom
condición de rendimiento	4	6.25	condiciones de rendimiento___condiciones de rendimientos	Nom Préposition Nom
micoproteína	4	6.25	micoproteína	Nom
gestionar conexión	4	6.25	gestionar conexiones	Nom Nom
diseño experimental	4	6.25	diseño experimental	Nom Adjectif
asignación de unidad actual	4	6.25	asignaciones de unidad actual___asignaciones de unidades actuales	Nom Préposition Nom Adjectif
indicador de confirmación	4	6.25	indicador de confirmación	Nom Préposition Nom
semilla verde	4	6.25	semillas verdes	Nom Adjectif
drv	4	6.25	drv	Nom
versión previo	4	6.25	versión previa___versiones previas	Nom Adjectif
fermentación final	4	6.25	fermentación final	Nom Adjectif
estructura doble	4	6.25	estructura doble	Nom Adjectif
bacteria diplococcus	4	6.25	bacteria diplococcus	Nom Nom
documentación de fabricación	4	6.25	documentación de fabricación	Nom Préposition Nom
erguidos	4	6.25	erguidos	Nom
tarea de red	4	6.25	tareas de red	Nom Préposition Nom
configuración del número	4	6.25	configuración del número	Nom Préposition Nom
bulbo olfatorio	4	6.25	bulbo olfatorio	Nom Adjectif
identidad bioquímica	4	6.25	identidad bioquímica	Nom Nom
amplificaciones	4	6.25	amplificaciones	Nom
tarea de impresión	4	6.25	tarea de impresión___tareas de impresión	Nom Préposition Nom
cóncava	4	6.25	cóncava	Nom
unidad genético	4	6.25	unidad genética___unidades genéticas	Nom Adjectif
refrigerantes de hidrocarburo	4	6.25	refrigerantes de hidrocarburos	Nom Préposition Nom
proceso inicial	4	6.25	proceso inicial___procesos iniciales	Nom Adjectif
tamaño del estado	4	6.25	tamaño del estado	Nom Préposition Nom
nombre de cola	4	6.25	nombre de cola	Nom Préposition Nom
movimiento consumeristas	4	6.25	movimientos consumeristas	Nom Adjectif
célula viable	4	6.25	célula viable___células viables	Nom Adjectif
conexión de impresora disponible	4	6.25	conexiones de impresora disponibles	Nom Préposition Nom Adjectif
capa intermedio	4	6.25	capa intermedia	Nom Adjectif
planificador maximiza	4	6.25	planificador maximiza	Nom Nom
carácter tallo	4	6.25	carácter tallo	Nom Nom
doce	4	6.25	doce	Nom
fenómeno de aprendizaje	4	6.25	fenómenos de aprendizaje	Nom Préposition Nom
conexión de netware	4	6.25	conexión de netware___conexiones de netware	Nom Préposition Nom
proporción fenotípica	4	6.25	proporción fenotípica	Nom Adjectif
barra del menú	4	6.25	barra del menú	Nom Préposition Nom
inóculo puro	4	6.25	inóculo puro	Nom Adjectif
red descripción	4	6.25	red descripción	Nom Nom
herencia biparental	4	6.25	herencia biparental	Nom Adjectif
pareja de cromosoma	4	6.25	parejas de cromosomas	Nom Préposition Nom
programa de preparación	4	6.25	programa de preparación___programas de preparación	Nom Préposition Nom
ecoetiqueta comunitario	4	6.25	ecoetiqueta comunitaria	Nom Adjectif
disquetes de instalación	4	6.25	disquetes de instalación	Nom Préposition Nom
edición del archivo	4	6.25	edición del archivo	Nom Préposition Nom
dirección de memoria	4	6.25	dirección de memoria	Nom Préposition Nom
extensión interesante	4	6.25	extensión interesante	Nom Adjectif
problema de nuestro	4	6.25	problema de nuestro___problemas de nuestro	Nom Préposition Nom
controlador ipx	4	6.25	controlador ipx	Nom Nom
ventral	4	6.25	ventral	Nom
acceso de convención universal	4	6.25	acceso de convenciones universales	Nom Préposition Nom Adjectif
célula único	4	6.25	célula única___células únicas	Nom Adjectif
variante de hemaglutinina	4	6.25	variante de hemaglutinina___variantes de hemaglutinina	Nom Préposition Nom
pandemia de gripe	4	6.25	pandemia de gripe	Nom Préposition Nom
desemparejamiento	4	6.25	desemparejamiento	Nom
interior del organismo	4	6.25	interior del organismo	Nom Préposition Nom
región variable y constante	4	6.25	regiones variable y constante	Nom Adjectif Coord_Conjunction Adjectif
enfermedad clínico	4	6.25	enfermedad clínica	Nom Adjectif
nefelometría	4	6.25	nefelometría	Nom
estereoquímica	4	6.25	estereoquímica	Nom
dnp	4	6.25	dnp	Nom
cepa animal	4	6.25	cepas animales	Nom Nom
haptenos	4	6.25	haptenos	Nom
sitio fijo	4	6.25	sitio fijo___sitios fijos	Nom Adjectif
alfa-fetoproteína sérica	4	6.25	alfa-fetoproteína sérica	Nom Adjectif
variante isotípicas	4	6.25	variantes isotípicas	Nom Adjectif
propiedad esencial	4	6.25	propiedades esenciales	Nom Adjectif
barra de icono	4	6.25	barra de iconos	Nom Préposition Nom
infección peligroso	4	6.25	infecciones peligrosas	Nom Adjectif
virus gripales	4	6.25	virus gripales	Nom Adjectif
biólogos estructural	4	6.25	biólogos estructurales	Nom Adjectif
región de marco	4	6.25	regiones de marco	Nom Préposition Nom
directorio del fichero	4	6.25	directorio del fichero___directorios del fichero	Nom Préposition Nom
trastorno de herencia	4	6.25	trastornos de herencia	Nom Préposition Nom
artículo clásico	4	6.25	artículo clásico	Nom Adjectif
antisuero específico	4	6.25	antisuero específico	Nom Adjectif
espículas de neuraminidasa	4	6.25	espículas de neuraminidasa	Nom Préposition Nom
preferences del menú	4	6.25	preferences del menú	Nom Préposition Nom
variedad de célula	4	6.25	variedad de células	Nom Préposition Nom
genes en función	4	6.25	genes en función	Nom Préposition Nom
producto homogéneo	4	6.25	producto homogéneo	Nom Adjectif
nuestro modelo	4	6.25	nuestro modelo	Nom Nom
proteína interno	4	6.25	proteínas internas	Nom Adjectif
mujer heterocigotas	4	6.25	mujeres heterocigotas	Nom Adjectif
seno de nuestra	4	6.25	seno de nuestra	Nom Préposition Nom
disertadores	4	6.25	disertadores	Nom
programa de decodificación similar	4	6.25	programa de decodificación similar	Nom Préposition Nom Adjectif
reordenación genómica	4	6.25	reordenación genómica	Nom Adjectif
laboratorio de cold	4	6.25	laboratorio de cold	Nom Préposition Nom
partición de memoria	4	6.25	partición de memoria	Nom Préposition Nom
mieloma humano	4	6.25	mieloma humano___mieloma humanas	Nom Adjectif
oculte	4	6.25	oculte	Nom
suero del paciente	4	6.25	suero del paciente	Nom Préposition Nom
anticuerpo anti-dnp	4	6.25	anticuerpo anti-dnp___anticuerpos anti-dnp	Nom Nom
plexos coroideos	4	6.25	plexos coroideos	Nom Nom
estado de introducción	4	6.25	estado de introducción	Nom Préposition Nom
calidad del ganado	4	6.25	calidad del ganado	Nom Préposition Nom
mutación beneficioso	4	6.25	mutación beneficiosa	Nom Adjectif
detección presintomática	4	6.25	detección presintomática	Nom Adjectif
transmembrana	4	6.25	transmembrana	Nom
átomo de hidrógeno	4	6.25	átomo de hidrógeno___átomos de hidrógeno	Nom Préposition Nom
movimiento cíclico	4	6.25	movimiento cíclico	Nom Adjectif
separación del medio silvestre	4	6.25	separación del medio silvestre	Nom Préposition Nom Adjectif
producción de proteína unicelular	4	6.25	producción de proteína unicelular	Nom Préposition Nom Adjectif
imagen integrado	4	6.25	imágenes integradas	Nom Adjectif
determinante idiotípicos	4	6.25	determinantes idiotípicos	Nom Adjectif
cuadro de zoom	4	6.25	cuadro de zoom	Nom Préposition Nom
alotípicos	4	6.25	alotípicos	Nom
espícula	4	6.25	espícula	Nom
codominante	4	6.25	codominante	Nom
virus de tipo	4	6.25	virus de tipo	Nom Préposition Nom
supuesto general	4	6.25	supuesto general	Nom Adjectif
ingesta de grasa	4	6.25	ingesta de grasa___ingesta de grasas	Nom Préposition Nom
glut	4	6.25	glut	Nom
gama de genes	4	6.25	gama de genes	Nom Préposition Nom
genes microbianos	4	6.25	genes microbianos	Nom Adjectif
deposiciones de contaminante atmosférico	4	6.25	deposiciones de contaminantes atmosféricos	Nom Préposition Nom Adjectif
fusión de protoplastos	4	6.25	fusión de protoplastos	Nom Préposition Nom
mutación beneficiosas	4	6.25	mutaciones beneficiosas	Nom Adjectif
virus peligroso	4	6.25	virus peligroso___virus peligrosos	Nom Adjectif
auges	4	6.25	auges	Nom
molécula de hemaglutinina	4	6.25	molécula de hemaglutinina___moléculas de hemaglutinina	Nom Préposition Nom
proteína monoclonales	4	6.25	proteínas monoclonales	Nom Adjectif
tirosinemia	4	6.25	tirosinemia	Nom
ecocontrol	4	6.25	ecocontrol	Nom
disposición especiales	4	6.25	disposiciones especiales	Nom Nom
estado de desocupación	4	6.25	estado de desocupación	Nom Préposition Nom
etapa del auge	4	6.25	etapas del auge	Nom Préposition Nom
supongamos	4	6.25	supongamos	Nom
genes nif	4	6.25	genes nif	Nom Nom
futuro rendimiento	4	6.25	futuro rendimiento	Nom Nom
principio fundamentales	4	6.25	principios fundamentales	Nom Nom
retrocruzamientos	4	6.25	retrocruzamientos	Nom
sobreinversión en sentido estricto	4	6.25	sobreinversión en sentido estricto	Nom Préposition Nom Adjectif
conjunto de genes disponible	4	6.25	conjunto de genes disponibles	Nom Préposition Nom Adjectif
cyberjack	4	6.25	cyberjack	Nom
timocito	4	6.25	timocito	Nom
programa letal	4	6.25	programa letal	Nom Adjectif
estado maligno	4	6.25	estado maligno___estados malignos	Nom Adjectif
imitación selectivo	4	6.25	imitación selectiva	Nom Adjectif
imitación generalizado	4	6.25	imitación generalizada	Nom Adjectif
medida legal y estratégico	4	6.25	medidas legales y estratégicas	Nom Adjectif Coord_Conjunction Adjectif
perca	4	6.25	perca	Nom
nuestro supuesto	4	6.25	nuestro supuesto	Nom Adjectif
característica psicológico	4	6.25	características psicológicas	Nom Adjectif
inversión corriente	4	6.25	inversión corriente	Nom Nom
nuestra cultura	4	6.25	nuestra cultura	Nom Nom
coeficiente de inversión nuevo	4	6.25	coeficiente de inversión nueva	Nom Préposition Nom Adjectif
vendedor único	4	6.25	vendedor único___vendedores únicos	Nom Adjectif
ley psicológico	4	6.25	ley psicológica	Nom Adjectif
nuestro problema	4	6.25	nuestro problema	Nom Nom
través del ciclo celular	4	6.25	través del ciclo celular	Nom Préposition Nom Adjectif
parénquima	4	6.25	parénquima	Nom
list global	4	6.25	list global	Nom Adjectif
teoría del interés	4	6.25	teoría del interés	Nom Préposition Nom
comunicación persona-a-persona	4	6.25	comunicación persona-a-persona	Nom Adjectif
dúplice diana	4	6.25	dúplice diana	Nom Nom
bicatenario	4	6.25	bicatenario	Nom
rasgo psicológico	4	6.25	rasgo psicológico___rasgos psicológicos	Nom Adjectif
superficie de ecosistema vulnerable	4	6.25	superficie de ecosistemas vulnerables	Nom Préposition Nom Adjectif
búsqueda de terapia	4	6.25	búsqueda de terapias	Nom Préposition Nom
pantalla informativo	4	6.25	pantalla informativa	Nom Adjectif
cerebro de varón	4	6.25	cerebro de varón___cerebros de varones	Nom Préposition Nom
fichero oculto	4	6.25	fichero oculto___ficheros ocultos	Nom Adjectif
genes del virus	4	6.25	genes del virus	Nom Préposition Nom
mensaje de usenet	4	6.25	mensaje de usenet	Nom Préposition Nom
concert	4	6.25	concert	Nom
agricultural-market-news	4	6.25	agricultural-market-news	Nom
menú de palabra clave	4	6.25	menú de palabras clave	Nom Préposition Nom Adjectif
texto genético	4	6.25	texto genético	Nom Adjectif
bibliografías	4	6.25	bibliografías	Nom
batch	4	6.25	batch	Nom
petite	4	6.25	petite	Nom
secuencia de letra	4	6.25	secuencia de letras___secuencias de letras	Nom Préposition Nom
célula metastásicas	4	6.25	células metastásicas	Nom Adjectif
cariotipo masculino	4	6.25	cariotipo masculino	Nom Adjectif
autoaniquilación	4	6.25	autoaniquilación	Nom
ahorro neto	4	6.25	ahorro neto	Nom Adjectif
región preóptica	4	6.25	región preóptica	Nom Adjectif
unidad de trabajo disponible	4	6.25	unidades de trabajo disponibles	Nom Préposition Nom Adjectif
industria concreto	4	6.25	industrias concretas	Nom Adjectif
correo regular	4	6.25	correo regular	Nom Adjectif
tasa de remuneración	4	6.25	tasa de remuneración	Nom Préposition Nom
mail gilster@rock	4	6.25	mail gilster@rock	Nom Nom
grupo de protocolo	4	6.25	grupo de protocolos___grupos de protocolos	Nom Préposition Nom
volumen de deposición	4	6.25	volumen de deposición	Nom Préposition Nom
serie de compartimentos	4	6.25	serie de compartimentos	Nom Préposition Nom
método de tinción	4	6.25	método de tinción___métodos de tinción	Nom Préposition Nom
rip	4	6.25	rip	Nom
ciento de genes	4	6.25	cientos de genes	Nom Préposition Nom
dirección de bitnet	4	6.25	dirección de bitnet___direcciones de bitnet	Nom Préposition Nom
frecuencia génicas y genotípicas	4	6.25	frecuencias génicas y genotípicas	Nom Adjectif Coord_Conjunction Adjectif
erre	4	6.25	erre	Nom
twain-l	4	6.25	twain-l	Nom
ordenador bitnet	4	6.25	ordenador bitnet	Nom Adjectif
protocolo básico	4	6.25	protocolo básico___protocolos básicos	Nom Adjectif
tema académico	4	6.25	temas académicos	Nom Adjectif
ganancia del empresario	4	6.25	ganancias del empresario	Nom Préposition Nom
búho	4	6.25	búho	Nom
plan de cuidado médico	4	6.25	plan de cuidados médicos	Nom Préposition Nom Adjectif
superficie absoluto	4	6.25	superficie absoluta	Nom Adjectif
comportamiento complejo	4	6.25	comportamientos complejos	Nom Adjectif
curio	4	6.25	curio	Nom
ventaja genético	4	6.25	ventaja genética	Nom Adjectif
evaluación del medio ambiente	4	6.25	evaluación del medio ambiente	Nom Préposition Nom Adjectif
concepto de carga	4	6.25	concepto de cargas	Nom Préposition Nom
ingreso laboral	4	6.25	ingreso laboral___ingresos laborales	Nom Adjectif
factor de variación	4	6.25	factor de variación	Nom Préposition Nom
coevolución de memes	4	6.25	coevolución de memes	Nom Préposition Nom
amherst	4	6.25	amherst	Nom
mucosidad	4	6.25	mucosidad	Nom
uso de subred	4	6.25	uso de subred___uso de subredes	Nom Préposition Nom
desarrollo de diseño	4	6.25	desarrollo de diseños	Nom Préposition Nom
maquinaria apoptósica	4	6.25	maquinaria apoptósica	Nom Adjectif
granzimas	4	6.25	granzimas	Nom
unidad discreto	4	6.25	unidades discretas	Nom Adjectif
cobertura forestal	4	6.25	cobertura forestal	Nom Adjectif
evolución memética	4	6.25	evolución memética	Nom Adjectif
reconocimiento antigénico	4	6.25	reconocimiento antigénico	Nom Adjectif
versión de dominio	4	6.25	versión de dominio	Nom Préposition Nom
yn	4	6.25	yn	Nom
pleconaril	4	6.25	pleconaril	Nom
colcemid	4	6.25	colcemid	Nom
algoritmo booleanos	4	6.25	algoritmos booleanos	Nom Adjectif
técnica diferente	4	6.25	técnica diferente___técnicas diferentes	Nom Adjectif
sustitución de par	4	6.25	sustituciones de pares	Nom Préposition Nom
codones de terminación	4	6.25	codones de terminación	Nom Préposition Nom
estofado irlandés	4	6.25	estofado irlandés	Nom Adjectif
información de área ancho	4	6.25	información de área ancha	Nom Préposition Nom Adjectif
citogenética clínico	4	6.25	citogenética clínica	Nom Adjectif
técnica bioquímicas y molecular	4	6.25	técnicas bioquímicas y moleculares	Nom Adjectif Coord_Conjunction Adjectif
dowquest	4	6.25	dowquest	Nom
centro regional	4	6.25	centro regional	Nom Nom
definición de ingreso	4	6.25	definición de ingreso	Nom Préposition Nom
mensaje anterior	4	6.25	mensaje anterior	Nom Adjectif
regional de investigación	4	6.25	regional de investigación	Nom Préposition Nom
hijo en vez	4	6.25	hijo en vez___hija en vez	Nom Préposition Nom
hermano biológico	4	6.25	hermanos biológicos	Nom Adjectif
historia de bitnet	4	6.25	historia de bitnet	Nom Préposition Nom
usuario de bitnet	4	6.25	usuarios de bitnet	Nom Préposition Nom
producción de arn mensajero	4	6.25	producción de arn mensajero	Nom Préposition Nom Adjectif
tráfico de bitnet	4	6.25	tráfico de bitnet	Nom Préposition Nom
enlace fosfodiéster	4	6.25	enlace fosfodiéster___enlaces fosfodiéster	Nom Nom
hipótesis de ligamiento	4	6.25	hipótesis de ligamiento	Nom Préposition Nom
vasculitis	4	6.25	vasculitis	Nom
mirlos	4	6.25	mirlos	Nom
inelasticidad	4	6.25	inelasticidad	Nom
factor de complicación	4	6.25	factores de complicación	Nom Préposition Nom
infección por herpes	4	6.25	infección por herpes	Nom Préposition Nom
esquema dinámico	4	6.25	esquema dinámico	Nom Adjectif
dato de protección	4	6.25	datos de protección	Nom Préposition Nom
virulencia bajo	4	6.25	virulencia baja	Nom Adjectif
solución hipotónica	4	6.25	solución hipotónica	Nom Adjectif
diabetes en roedor	4	6.25	diabetes en roedores	Nom Préposition Nom
enfermedad particular	4	6.25	enfermedad particular	Nom Adjectif
partida del equipo	4	6.25	partidas del equipo	Nom Préposition Nom
ordenador de bitnet	4	6.25	ordenadores de bitnet	Nom Préposition Nom
comisuras anterior	4	6.25	comisuras anteriores	Nom Adjectif
genómica	4	6.25	genómica	Nom
integrasa	4	6.25	integrasa	Nom
plasminógeno	4	6.25	plasminógeno	Nom
excedente del ingreso	4	6.25	excedente del ingreso	Nom Préposition Nom
mensaje siguiente	4	6.25	mensaje siguiente___mensajes siguientes	Nom Adjectif
unemployment del profesor	4	6.25	unemployment del profesor	Nom Préposition Nom
volumen de ocupación existente	4	6.25	volumen de ocupación existente	Nom Préposition Nom Adjectif
ocupación correspondiente	4	6.25	ocupación correspondiente	Nom Adjectif
volumen existente	4	6.25	volumen existente	Nom Adjectif
debates	4	6.25	debates	Nom
dominio proteicos	4	6.25	dominios proteicos	Nom Adjectif
directorio de servidor	4	6.25	directorio de servidores	Nom Préposition Nom
herpes genital	4	6.25	herpes genital	Nom Adjectif
quake	4	6.25	quake	Nom
elemento del costo	4	6.25	elementos del costo	Nom Préposition Nom
ocupación compatible	4	6.25	ocupación compatible	Nom Adjectif
locus polimórfico	4	6.25	locus polimórfico	Nom Adjectif
yn &rsqb	4	6.25	yn &rsqb	Nom Nom
ynq &rsqb	4	6.25	ynq &rsqb	Nom Nom
ofertas de empleo	4	6.25	ofertas de empleo	Nom Préposition Nom
jobs	4	6.25	jobs	Nom
anuncio de interés general	4	6.25	anuncios de interés general	Nom Préposition Nom Adjectif
ocupación global	4	6.25	ocupación global	Nom Adjectif
faqs	4	6.25	faqs	Nom
equivalente normal	4	6.25	equivalentes normales	Nom Adjectif
acrocéntrico	4	6.25	acrocéntrico	Nom
hemoglobina humano	4	6.25	hemoglobina humana	Nom Adjectif
hermano de varón homosexual	4	6.25	hermanos de varones homosexuales	Nom Préposition Nom Adjectif
quinasas dependiente	4	6.25	quinasas dependientes	Nom Adjectif
frecuencia genotípica	4	6.25	frecuencia genotípica	Nom Adjectif
nombre de función	4	6.25	nombre de función	Nom Préposition Nom
descendiente de individuo	4	6.25	descendientes de individuos	Nom Préposition Nom
definición especial	4	6.25	definición especial___definiciones especiales	Nom Adjectif
genes de alfaglobina	4	6.25	genes de alfaglobina	Nom Préposition Nom
fichero mbox	4	6.25	fichero mbox	Nom Nom
logro intelectual	4	6.25	logro intelectual___logros intelectuales	Nom Adjectif
región hipotalámica	4	6.25	región hipotalámica	Nom Adjectif
actividad víricas	4	6.25	actividades víricas	Nom Nom
actividad del virus	4	6.25	actividad del virus	Nom Préposition Nom
notación del árbol genealógico	4	6.25	notación del árbol genealógico	Nom Préposition Nom Adjectif
estado patológicos	4	6.25	estados patológicos	Nom Adjectif
listado de fichero	4	6.25	listado de ficheros	Nom Préposition Nom
genotipos posible	4	6.25	genotipos posibles	Nom Adjectif
forma especializado	4	6.25	forma especializada	Nom Adjectif
signo de admiración	4	6.25	signo de admiración___signos de admiración	Nom Préposition Nom
inversión negativo	4	6.25	inversión negativa	Nom Adjectif
inclusión de hermano heterosexual	4	6.25	inclusión de hermanos heterosexuales	Nom Préposition Nom Adjectif
reacción de precipitación	4	6.25	reacción de precipitación___reacciones de precipitación	Nom Préposition Nom
latin america	4	6.25	latin america	Nom Adjectif
forma vivo	4	6.25	formas vivas	Nom Adjectif
anticuerpo antidextrán	4	6.25	anticuerpos antidextrán	Nom Adjectif
proporción óptimo	4	6.25	proporciones óptimas	Nom Adjectif
caso de antígenos	4	6.25	caso de antígenos	Nom Préposition Nom
turbidez	4	6.25	turbidez	Nom
condición de anaerobiosis	4	6.25	condiciones de anaerobiosis	Nom Préposition Nom
cubetas adyacente	4	6.25	cubetas adyacentes	Nom Adjectif
probabilidad relativo	4	6.25	probabilidad relativa	Nom Adjectif
dermis	4	6.25	dermis	Nom
pareja de gemelo|gemelos	4	6.25	parejas de gemelos	Nom Préposition Nom
oak	4	6.25	oak	Nom
tipo de detección genético	4	6.25	tipo de detección genética___tipos de detección genética	Nom Préposition Nom Adjectif
numerosos	4	6.25	numerosos	Nom
presencia de hiperenlaces	4	6.25	presencia de hiperenlaces	Nom Préposition Nom
basófilos	4	6.25	basófilos	Nom
agente inmunosupresores	4	6.25	agentes inmunosupresores	Nom Nom
acúmulos	4	6.25	acúmulos	Nom
grupo de colman	4	6.25	grupo de colman	Nom Préposition Nom
identidad inmunológica	4	6.25	identidad inmunológica	Nom Nom
determinante de complementariedad	4	6.25	determinante de complementariedad___determinantes de complementariedad	Nom Préposition Nom
variedad de genes	4	6.25	variedad de genes	Nom Préposition Nom
estomatitis vesicular	4	6.25	estomatitis vesicular	Nom Adjectif
carácter gráfico	4	6.25	carácter gráfico	Nom Adjectif
versión alpha	4	6.25	versión alpha___versiones alpha	Nom Adjectif
mcclintock	4	6.25	mcclintock	Nom
virus de tumor	4	6.25	virus de tumores	Nom Préposition Nom
proteinasas neutras	4	6.25	proteinasas neutras	Nom Adjectif
monofosfato	4	6.25	monofosfato	Nom
interface	4	6.25	interface	Nom
anticuerpo neutralizantes	4	6.25	anticuerpos neutralizantes	Nom Adjectif
secuencia de arn	4	6.25	secuencia de arn	Nom Préposition Nom
uridina	4	6.25	uridina	Nom
línea de confluencia	4	6.25	línea de confluencia	Nom Préposition Nom
inmunoglobulina humano	4	6.25	inmunoglobulina humana	Nom Adjectif
dominio globulares	4	6.25	dominios globulares	Nom Adjectif
hipervariable	4	6.25	hipervariable	Nom
armazón estructural	4	6.25	armazón estructural	Nom Adjectif
paperas	4	6.25	paperas	Nom
genoma del huésped	4	6.25	genoma del huésped	Nom Préposition Nom
término antiguo	4	6.25	término antiguo	Nom Adjectif
través del poro	4	6.25	través del poro	Nom Préposition Nom
operación aplicable	4	6.25	operaciones aplicables	Nom Adjectif
comando de consola	4	6.25	comandos de consola	Nom Préposition Nom
superficie receptor	4	6.25	superficie receptor___superficie receptores	Nom Adjectif
variación de clase	4	6.25	variación de clase	Nom Préposition Nom
trabajador del sector informal	4	6.25	trabajadores del sector informal	Nom Préposition Nom Adjectif
característica de fax	4	6.25	característica de fax___características de fax	Nom Préposition Nom
gradualismo	4	6.25	gradualismo	Nom
progress	4	6.25	progress	Nom
molécula de antígeno	4	6.25	moléculas de antígeno	Nom Préposition Nom
amantadina	4	6.25	amantadina	Nom
alfa- hemolisina	4	6.25	alfa- hemolisina	Nom Adjectif
transgén	4	6.25	transgén	Nom
unión corticomedular	4	6.25	unión corticomedular	Nom Adjectif
madre original	4	6.25	madre original	Nom Adjectif
rodamina	4	6.25	rodamina	Nom
proteína de membrana	4	6.25	proteínas de membrana	Nom Préposition Nom
ecuación de equilibrio	4	6.25	ecuación de equilibrio___ecuaciones de equilibrio	Nom Préposition Nom
rimantadina	4	6.25	rimantadina	Nom
tif	4	6.25	tif	Nom
restricción diferente	4	6.25	restricción diferentes	Nom Adjectif
cepa víricas	4	6.25	cepas víricas	Nom Nom
recodificación del arn	4	6.25	recodificación del arn	Nom Préposition Nom
divalencia	4	6.25	divalencia	Nom
comando pkunzip	4	6.25	comando pkunzip	Nom Nom
adyacencias	4	6.25	adyacencias	Nom
sx	4	6.25	sx	Nom
detección en heterocigotos	4	6.25	detección en heterocigotos	Nom Préposition Nom
valencia del antígeno	4	6.25	valencia del antígeno	Nom Préposition Nom
sz	4	6.25	sz	Nom
capacidad de unión	4	6.25	capacidad de unión	Nom Préposition Nom
enlace disulfuro	4	6.25	enlaces disulfuro	Nom Nom
capacidad de correo oral	4	6.25	capacidad de correo oral___capacidades de correo oral	Nom Préposition Nom Adjectif
clon de linfocitos	4	6.25	clon de linfocitos	Nom Préposition Nom
receptor de linfocito	4	6.25	receptor de linfocito	Nom Préposition Nom
i-e	4	6.25	i-e	Nom
estimulación antigénica	4	6.25	estimulación antigénica	Nom Adjectif
cantidad de linfocitos	4	6.25	cantidades de linfocitos	Nom Préposition Nom
diferenciación de linfocitos	4	6.25	diferenciación de linfocitos	Nom Préposition Nom
linajes celular	4	6.25	linajes celulares	Nom Adjectif
