id,presence,candidate_term_left,candidate_term_right,occurrence,full_context,topic,sub_id,relational_semantic_type
H6,both,"['terapéutica', 'rayos']","['agentes', 'mitóticos']", accidental o terapéutica a rayos X u otros agentes mitóticos,y este tratamiento es crucial en los casos en que la exposición accidental o terapéutica a rayos X u otros agentes mitóticoslesiona las células hematopoyéticas. Aún se tienen dudas sobre la estirpe,medicine,H6_medicine_13,hyp_coordonné
H6,right,[None],"['citoquinas', 'provenientes']", hematógena libera moléculas que desencadenan TNF y otras citoquinas provenientes,"meta más práctica. En el caso del paludismo, la forma hematógena libera moléculas que desencadenan TNF y otras citoquinas provenientesde monocitos y la secreción de estos mediadores es responsable de los",medicine,H6_medicine_14,hyp_coordonné
H6,both,"['virus', 'influenza']",['virus'], adaptación al frío del virus influenza y otros virus respiratorios,especies supresoras de microbacterias en el medio local. La atenuación por adaptación al frío del virus influenza y otros virus respiratoriosparece promisoria; dos microorganismos pueden crecer a temperaturas menores (32-34,medicine,H6_medicine_15,hyp_coordonné
H6,both,"['glomerulonefritis', 'ovejas']","['modelos', 'animales', 'modelos animales']", de Freund produce glomerulonefritis en ovejas y otros modelos animales,La inyección de preparados xxx heterólogos de reacción cruzada en adyuvante completo de Freund produce glomerulonefritis en ovejas y otros modelos animalesde experimentación. Pueden captarse los anticuerpos anti-xxx por coloración por inmunofluorescencia,medicine,H6_medicine_16,hyp_coordonné
H6,both,['complejos'],"['antígenos', 'antígenos nucleares']", los complejos de DNA y otros antígenos nucleares,"depuración efectiva (véase p. 247). En el LES los complejos de DNA y otros antígenos nucleares, junto a las inmunoglobulinas y el complemento pueden ser detectados por",medicine,H6_medicine_17,hyp_coordonné
H6,both,"['sonidos', 'normales']",['sonidos'], unas a sonidos normales y otras a sonidos,"la hora de estimular a las hembras. Si exponían hembras solas unas a sonidos normales y otras a sonidosarrítmicos, simulados ambos por ordenador, y se las mezclaba luego",medicine,H6_medicine_18,hyp_coordonné
H6,both,['madre'],['padre'], una heredada de la madre y otra del padre,"ser diploides significa que sus células poseen dos copias de los genes una heredada de la madre y otra del padre. A efectos de supervivencia, importa mucho tener dos copias de",medicine,H6_medicine_19,hyp_coordonné
H6,left,"['defecto', 'hereditario', 'defecto hereditario']",[None], por un defecto hereditario en uno u otro de esos,". No tardó en confirmarse que ese tipo de ceguera venía determinado por un defecto hereditario en uno u otro de esosdos genes. En el futuro, las enzimas o los propios",medicine,H6_medicine_20,hyp_coordonné
H6,both,"['artritis', 'reumatoide', 'artritis reumatoide']",['enfermedades'], Tratamiento de la artritis reumatoide y otras enfermedades autoinmunitarias,al envejecimiento. Factor inhibidor de monocitos. Inhibe a los macrófagos Tratamiento de la artritis reumatoide y otras enfermedades autoinmunitariasy relacionadas con los macrófagos. Así se fabrican y purifican moléculas,medicine,H6_medicine_21,hyp_coordonné
H6,right,[None],"['rasgos', 'rasgos físicos']", no sólo la cara y otros rasgos físicos,"en buena medida, lo que somos. La memoria, y no sólo la cara y otros rasgos físicos, ayudan a definir a un individuo. Lo saben muy bien",medicine,H6_medicine_22,hyp_coordonné
H6,both,"['inteligencia', 'matemática']",['tipos'], que ver con la inteligencia matemática u otros tipos de,dónde llega la pericia de los ratones Doogie? Nada que tenga que ver con la inteligencia matemática u otros tipos decreatividad humana. Pero los Doogie distinguen entre objetos que han visto,medicine,H6_medicine_23,hyp_coordonné
H6,none,[None],[None], Ping Tang y otros integrantes de,¿ Hasta dónde llega la habilidad de un ratón experto? Luego Ping Tang y otros integrantes demi equipo se dedicaron a valorar el aprendizaje y las capacidades de,medicine,H6_medicine_24,hyp_coordonné
H6,right,[None],['menos'], humana puede aplicarse con fines legítimos y otros menos legítimos,"líderes del proyecto genoma han reconocido desde el principio que la genética humana puede aplicarse con fines legítimos y otros menos legítimos. Por ello, han insistido en la necesidad de invertir el",medicine,H6_medicine_25,hyp_coordonné
H6,right,[None],['fuentes'], Estas y otras fuentes de,causa neurofibromatosis tiene efectos más severos en blancos que en negros) Estas y otras fuentes deincertidumbre plantean graves dilemas a la hora del tratamiento. La elección,medicine,H6_medicine_26,hyp_coordonné
H6,right,[None],['comportamientos'], Estos y otros comportamientos propios,"de conducta, que apenas sufren modificaciones por la acción del entorno Estos y otros comportamientos propiosde cada especie representan adaptaciones evolutivas. Así, nadie necesita enseñar",medicine,H6_medicine_27,hyp_coordonné
H6,left,['inhibición'],[None], que la inhibición de la agresividad y otros aspectos del,mayor énfasis en la filogenia que en la selección natural. Entendieron que la inhibición de la agresividad y otros aspectos delcomportamiento eran beneficiosos para las especies. Argumentaban que si unos animales,medicine,H6_medicine_28,hyp_coordonné
H6,left,"['describirá', 'naturaleza', 'naturaleza humana']",[None], describirá la naturaleza humana de una u otra manera de,"empeora las cosas. Mientras la gente tenga compromisos políticos, se describirá la naturaleza humana de una u otra manera deacuerdo con sus propios intereses. A los conservadores les gusta señalar",medicine,H6_medicine_29,hyp_coordonné
H6,both,['paludismo'],['infecciones'], el paludismo y otras terribles infecciones,Las vacunas fabricados con productos genéticos puede que consigan prevenir el sida el paludismo y otras terribles infeccionesinsensibles a las técnicas de inmunización actuales. Cabe afirmar que las,medicine,H6_medicine_30,hyp_coordonné
H6,right,[None],"['infecciones', 'infecciones peligrosas']", el rotavirus y otras infecciones peligrosas,"tétanos, el sarampión, la hepatitis A, la hepatitis B el rotavirus y otras infecciones peligrosas. Pero hay muchas enfermedades mortales o muy graves, entre las",medicine,H6_medicine_31,hyp_coordonné
H6,both,['toxinas'],['factores'], toxinas y otros factores de,"nuestra capacidad de resistir la exposición a parásitos, bacterias, virus toxinas y otros factores deriesgo que se hacen fuertes por interacción con la bioquímica de nuestro",medicine,H6_medicine_32,hyp_coordonné
H6,left,"['estructura', 'sistema', 'estructura del sistema']",[None], elaboración de la estructura del sistema u otras defensas radicales,la enorme variabilidad del sistema. ¿ Cabría contar con una ulterior elaboración de la estructura del sistema u otras defensas radicales? ¿ Podrían los mecanismos de control alcanzar un nivel de complejidad,medicine,H6_medicine_33,hyp_coordonné
H6,none,[None],[None], LA ENFERMEDAD mediante los viajes aéreos y otras modalidades de,las bacterias y los parásitos. Figura 2 LA RÁPIDA DIFUSIÓN DE LA ENFERMEDAD mediante los viajes aéreos y otras modalidades detransporte es un hecho de la vida contemporánea. Graves y a,medicine,H6_medicine_34,hyp_coordonné
H6,both,['aprender'],['útiles'], de aprender a encender el fuego y otras aptitudes útiles,"evolución humana. Los memes empezaron a tomar el control. Además de aprender a encender el fuego y otras aptitudes útiles, se copiaron habilidades menos prácticas, como el adorno corporal o",medicine,H6_medicine_35,hyp_coordonné
H6,right,[None],['específicos'], formalización de contratos y otros asuntos específicos,", fidelidad y longevidad notables mejor que vehicula la información sobre caza formalización de contratos y otros asuntos específicos. Los experimentos propios de la psicología social deberían mostrar que los",medicine,H6_medicine_36,hyp_coordonné
H6,none,[None],[None], una en hermanos mellizos y otra en hermanos,marcador en el brazo corto del cromosoma 6 de dos muestras independientes una en hermanos mellizos y otra en hermanosde distintas edades. Se han confirmado los resultados. Si bien,medicine,H6_medicine_37,hyp_coordonné
H6,both,"['tratamientos', 'fibrosis', 'fibrosis quística']","['enfermedades', 'crónicas', 'enfermedades crónicas']", los tratamientos de la fibrosis quística y otras enfermedades crónicas,"los genes es temporal. Puesto que el ADN acaba desapareciendo, los tratamientos de la fibrosis quística y otras enfermedades crónicasdeberían repetirse con cierta periodicidad (de meses o años).",medicine,H6_medicine_38,hyp_coordonné
H6,both,"['polímeros', 'aminoácidos']",['sustancias'], están formados por polímeros de aminoácidos y otras sustancias cuya,revestimientos no lipídicos para proteger el ADN. Algunos de esos revestimientos están formados por polímeros de aminoácidos y otras sustancias cuyafunción es dirigir los genes terapéuticos hacia las células adecuadas en el,medicine,H6_medicine_39,hyp_coordonné
H6,right,[None],"['clónicos', 'transgénicos', 'clónicos transgénicos']", Polly y otros clónicos transgénicos,oveja transgénica así obtenida. Polly nació en el verano de 1997 Polly y otros clónicos transgénicossegregan la proteína humana en su leche. De ello se desprende,medicine,H6_medicine_40,hyp_coordonné
H6,both,"['fibrosis', 'fibrosis quística']","['enfermedades', 'enfermedades humanas']", genéticos que imiten la fibrosis quística y otras enfermedades humanas,". Prometedora resulta también la producción rápida de animales portadores de defectos genéticos que imiten la fibrosis quística y otras enfermedades humanas. Cierta información se ha recabado de los ratones, pero éstos",medicine,H6_medicine_41,hyp_coordonné
H6,right,[None],['atleta'], las de un corredor de fondo u otro atleta que,"anterior), albergan una proporción de fibras musculares rápidas mayor que las de un corredor de fondo u otro atleta quefíe en la resistencia. La celeridad de contracción de las fibras",medicine,H6_medicine_42,hyp_coordonné
H6,left,['ciento'],[None], de sólo un por ciento y otras de hasta,hemos observado personas con un porcentaje de fibras lentas en el cuádriceps de sólo un por ciento y otras de hastaun 95 por ciento. El sujeto con un 95 por ciento,medicine,H6_medicine_43,hyp_coordonné
H6,both,['músculos'],['extremos'], limita al restablecimiento de músculos paralizados y otros casos extremos,. Conversión del músculo La transformación de las fibras musculares no se limita al restablecimiento de músculos paralizados y otros casos extremos. Cuando los músculos sanos se someten a cargas pesadas de forma,medicine,H6_medicine_44,hyp_coordonné
H6,left,['rata'],[None], La presentan la rata y otros micromamíferos que,. Esta isoforma conferiría a las fibras musculares unas celerísimas características funcionales La presentan la rata y otros micromamíferos quenecesitan huir como balas para eludir a los depredadores. La isoforma,medicine,H6_medicine_45,hyp_coordonné
H6,right,[None],['atléticos'], debe preguntarse si las nuevas plusmarcas y otros laureles atléticos,"cambios profundos en los deportes, no siempre beneficiosos. La sociedad debe preguntarse si las nuevas plusmarcas y otros laureles atléticosson en realidad una simple continuación del empeño por demostrar lo que",medicine,H6_medicine_46,hyp_coordonné
H6,both,"['reacciones', 'químicas', 'reacciones químicas']",['productos'], reacciones químicas que produzcan radicales libres u otros productos lesivos,un solo fotón podría limitarse a calentar la diana. O iniciar reacciones químicas que produzcan radicales libres u otros productos lesivospara las células. Los fotones de alta energía (como los,medicine,H6_medicine_47,hyp_coordonné
H6,both,['diarrea'],['enfermedades'], La diarrea y otras enfermedades con,"Si atendemos al fundamento biológico de la tesis, resulta harto endeble La diarrea y otras enfermedades conpérdida de sal, en niños sobre todo, han sido las",medicine,H6_medicine_48,hyp_coordonné
H6,both,['coli'],"['células', 'huésped', 'células huésped']", coli y otra células huésped,"huésped, y pueden utilizarse para transportar insertos de DNA entre E coli y otra células huésped, como levadura, y viceversa. A menudo, estos vectores",medicine,H6_medicine_49,hyp_coordonné
H6,both,['hombre'],['muchos'], en el hombre y otros muchos,"sus proteínas. A otras secuencias de pares de bases les competen en el hombre y otros muchosfunciones muy importantes; por ejemplo, promover la activación o inactivación",medicine,H6_medicine_50,hyp_coordonné
H6,both,"['sangre', 'huésped']",['tisulares'], vehiculados por la sangre del huésped y otros líquidos tisulares,"colín-fosfato, la bacteria resiste mejor la agresión letal de factores diversos vehiculados por la sangre del huésped y otros líquidos tisulares. Las células bacterianas pueden alternar entre los dos estados, según",medicine,H6_medicine_51,hyp_coordonné
H6,both,['madre'],['padre'], una heredada de la madre y otra del padre,"células pulmonares normales (izquierda) condenen regiones repetitivas de dos longitudes una heredada de la madre y otra del padredel individuo- que pueden separarse en un gel, de acuerdo con",medicine,H6_medicine_52,hyp_coordonné
H6,right,[None],['complicaciones'], Infarto y otras complicaciones de,", peligros nuevos - Accidentes - Inanición - Predadores - Enfermedades infecciosas Infarto y otras complicaciones dela aterosclerosis - Cáncer - Otras enfermedades crónicas asociadas a los hábitos",medicine,H6_medicine_53,hyp_coordonné
H6,left,"['sustancias', 'espermicidas']",[None], sustancias espermicidas y otros medios contra,"Los anticonceptivos del futuro Habrá claros avances en implantaciones sustancias espermicidas y otros medios contrala fecundación. Con la gama de anticonceptivos disponibles, ¿ se",medicine,H6_medicine_54,hyp_coordonné
H6,right,[None],"['sustancias', 'capaces', 'sustancias capaces']", y otras sustancias capaces,"sujeto de muchas copias de la proteína blanco (antígeno o inmunógeno y otras sustancias capacesde estimular la respuesta del organismo, se activaría el sistema inmunitario",medicine,H6_medicine_55,hyp_coordonné
H6,left,['espermicidas'],[None], espermicidas u otras formulaciones más,"femeninos y, en cierto grado, el diafragma) o químicas espermicidas u otras formulaciones másselectivas). Para evitar la infección del virus del sida y",medicine,H6_medicine_56,hyp_coordonné
H6,both,"['infección', 'virus', 'sida', 'infección del virus']","['agentes', 'infecciosos', 'agentes infecciosos']", la infección del virus del sida y otros agentes infecciosos,"químicas (espermicidas u otras formulaciones más selectivas). Para evitar la infección del virus del sida y otros agentes infecciosos, la barrera química tendría que cubrir, cuando menos, la",medicine,H6_medicine_57,hyp_coordonné
H6,both,['melanomas'],['tipos'], melanomas y otros tipos de,determinan una susceptibilidad a varios tipos de cáncer de mama y colon melanomas y otros tipos detumores menos frecuentes. En la actualidad se están poniendo a punto,medicine,H6_medicine_58,hyp_coordonné
H6,right,[None],['técnicas'], Mediante la mamografía y otras técnicas de,"médicos seguir de cerca a los miembros de las familias genéticamente susceptibles Mediante la mamografía y otras técnicas deexamen tradicionales se pueden detectar tumores precoces. Ahora bien, como",medicine,H6_medicine_59,hyp_coordonné
H6,left,"['pacientes', 'cáncer', 'laringe']",[None], en pacientes con cáncer de laringe y otros cánceres de,"acaba de aplicar técnicas moleculares para detectar células malignas, escondidas, en pacientes con cáncer de laringe y otros cánceres decabeza y cuello. A pesar de una cirugía radical, estos",medicine,H6_medicine_60,hyp_coordonné
H6,left,['colon'],[None], colon u otro con,"presencia de un tumor nuevo o metastásico- en pulmón, en mama colon u otro conel tiempo suficiente para erradicarlo. La sensibilidad de estos ensayos puede",medicine,H6_medicine_61,hyp_coordonné
H6,both,"['cromosoma', 'madre']",['padre'], un cromosoma procede de la madre y otro del padre,"parejas correspondientes, que parecen estructuras gemelares. De cada par, un cromosoma procede de la madre y otro del padre; en condiciones normales los dos tienen, sin embargo, el",medicine,H6_medicine_62,hyp_coordonné
H6,left,['cromosoma'],[None], más un cromosoma X y otro Y De,"pares de autosomas (no implicados en la determinación del sexo) más un cromosoma X y otro Y Decada par, un miembro procede de la madre y el otro",medicine,H6_medicine_63,hyp_coordonné
H6,none,[None],[None], M y otro al final,"posiblemente más, puntos de control, uno en la transición G2 M y otro al finalde la fase G I, antes de entrar en la fase",medicine,H6_medicine_64,hyp_coordonné
H6,none,[None],[None], decidió comprobar si el NIHA3 o cualquier otro grupo de,"sexo). En 1990, LeVay, uno de los autores decidió comprobar si el NIHA3 o cualquier otro grupo decélulas del área preóptica medial tenía un tamaño que guardase correlación con",medicine,H6_medicine_65,hyp_coordonné
H6,right,[None],['factores'], y otros factores como,"de Hardy-Weinberg. La mutación es la única fuente de variabilidad genética y otros factores comola deriva, la migración y la selección pueden alterar la cantidad",medicine,H6_medicine_66,hyp_coordonné
H6,none,[None],[None], Las hadas repiten una y otra vez las,Los personajes míticos de los cuentos son a menudo músicos y narradores Las hadas repiten una y otra vez lascanciones que han oído» y pueden «seducir» a los,medicine,H6_medicine_67,hyp_coordonné
H6,both,"['cerebro', 'pacientes', 'cerebro de pacientes']",['individuos'], el cerebro de pacientes de Williams y otros individuos durante,intactas. Las sondas fisiológicas que permiten comparar la actividad eléctrica en el cerebro de pacientes de Williams y otros individuos durantela realización de determinadas tareas nos ayudan a avanzar en el conocimiento,medicine,H6_medicine_68,hyp_coordonné
H6,both,['núcleo'],"['membranas', 'intracelulares']", de esas remodelaciones surgieron el núcleo y otras membranas intracelulares,"bajo dicha pared creció y se replegó sobre sí misma. Fruto de esas remodelaciones surgieron el núcleo y otras membranas intracelulares, al tiempo que la célula adquiría la capacidad de engullir y",medicine,H6_medicine_69,hyp_coordonné
H6,both,"['base', 'espesor']",['caracteres'], la base del espesor del esmalte dental y otros caracteres del,habían datado sus restos en unos 25 millones de años. Sobre la base del espesor del esmalte dental y otros caracteres delesqueleto creían que el ramapiteco había aparecido después de la divergencia de,medicine,H6_medicine_70,hyp_coordonné
H6,right,[None],['craneales'], el toro supraorbitario y otros puntos craneales,sabemos que unos potentes músculos masticadores pueden imponer cambios en la mandíbula el toro supraorbitario y otros puntos craneales; las circunstancias que favorecieron la evolución de estas formas en una,medicine,H6_medicine_71,hyp_coordonné
H6,left,['sal'],[None], sal y otros pocos ingredientes,"el cómputo, me limité a añadir agua, así como ligasa sal y otros pocos ingredientes, con que remedar las condiciones del interior de una célula.",medicine,H6_medicine_72,hyp_coordonné
H6,left,['conformación'],[None], podría haber oscilado entre esa conformación y otra en la,directas: la proteína transportadora podría mantener permanentemente abierto un poro o podría haber oscilado entre esa conformación y otra en lacual el poro se hallara cerrado. La explicación se esconde probablemente,medicine,H6_medicine_73,hyp_coordonné
H6,both,"['sistema', 'conexiones']",['tipo'], presenta ya un sistema de conexiones o cualquier otro tipo de,"rasgos dispares en el cerebro según el sexo. Si el cerebro presenta ya un sistema de conexiones o cualquier otro tipo deprogramación concerniente a la inclinación sexual, ¿ qué fuerzas son las",medicine,H6_medicine_74,hyp_coordonné
H6,left,"['diferencias', 'sexo']",[None], de diferencias relacionadas con el sexo y otras categorías sociales,"ante los anatomistas del siglo pasado, la búsqueda en el cerebro de diferencias relacionadas con el sexo y otras categorías sociales; andaban ellos mismos confundidos al pensar que las medidas cerebrales justificaban",medicine,H6_medicine_75,hyp_coordonné
H6,both,['bacterias'],"['organismos', 'unicelulares', 'organismos unicelulares']", bacterias y otros organismos unicelulares,ya se tenia una visión bastante clara de la transcripción en procariotas bacterias y otros organismos unicelularesprimitivos que carecen de núcleo definido). Estos conocimientos adquiridos facilitaron,medicine,H6_medicine_76,hyp_coordonné
H6,both,"['incapaz', 'distinguir', 'promotor']",['secuencia'], incapaz de distinguir entre un promotor y otra secuencia de,". Pero la polimerasa de ARN es una molécula muy promiscua, incapaz de distinguir entre un promotor y otra secuencia deADN. Para que la enzima se dirija hacia los promotores de",medicine,H6_medicine_77,hyp_coordonné
H6,both,"['purificar', 'factores', 'transcripción', 'factores de transcripción']",['proteínas'], para purificar incontables factores de transcripción y otras proteínas de,"técnica, introduciendo una poderosa herramienta, que se utiliza desde entonces para purificar incontables factores de transcripción y otras proteínas deunión a ADN, que normalmente se hallan en cantidades ínfimas.",medicine,H6_medicine_78,hyp_coordonné
H6,both,"['promotor', 'polimerasa']",['componentes'], promotor mediante la polimerasa de ARN y otros componentes de,y determinaba un nivel bajo de transcripción cuando se unía al centro promotor mediante la polimerasa de ARN y otros componentes dela maquinaria basal. Convencidos de que la proteína TBP era el,medicine,H6_medicine_79,hyp_coordonné
H6,right,[None],"['descubrimientos', 'similares']", Este y otros descubrimientos similares,se debe a que no pueden producir proteínas necesarias para su supervivencia Este y otros descubrimientos similaresindican que los coactivadores son esenciales para la transcripción de la mayoría,medicine,H6_medicine_80,hyp_coordonné
H6,both,['investigadores'],['enfermedades'], Los investigadores esperan tratar ésta y otras muchas enfermedades,"en su hipófisis, que produce un exceso de hormona de crecimiento Los investigadores esperan tratar ésta y otras muchas enfermedadesincrementando o disminuyendo la transcripción de genes específicos. Anatomía del mecanismo",medicine,H6_medicine_81,hyp_coordonné
H6,both,"['región', 'constante', 'región constante']","['región', 'variable', 'región variable']", y ligera contienen una región constante y otra región variable,"cualquiera de los cinco tipos de cadenas pesadas. Las cadenas pesada y ligera contienen una región constante y otra región variable, localizadas en los extremos carboxi-terminal y amino-terminal de las cadenas,",medicine,H6_medicine_82,hyp_coordonné
H6,both,"['selecciona', 'cadena', 'cadena ligera']",['combinación'], se selecciona para la cadena ligera y otra combinación de,"linfocitos B 'una combinación específica de segmentos aislados V y J se selecciona para la cadena ligera y otra combinación desegmentos aislados V, J y D se selecciona para la cadena",medicine,H6_medicine_83,hyp_coordonné
H6,both,"['inferior', 'hombres']",['superior'], uno inferior en los hombres y otro superior en,en la prevalencia refleja dos umbrales en la distribución de la predisposición uno inferior en los hombres y otro superior enlas mujeres (Fig. 10-2). El umbral inferior para,medicine,H6_medicine_84,hyp_coordonné
H6,both,"['inferior', 'hombres']",['superior'], uno inferior para los hombres y otro superior para,umbral de la distribución de predisposición. Esta figura muestra dos umbrales uno inferior para los hombres y otro superior paralas mujeres (como en la estenosis pilórica). Riesgos de,medicine,H6_medicine_85,hyp_coordonné
H6,both,"['metabólica', 'acumulación', 'fenilalanina']","['metabolitos', 'metabolitos tóxicos']", metabólica produce una acumulación de fenilalanina y otros metabolitos tóxicos,"los niños con fenilcetonuria son normales en el nacimiento, su deficiencia metabólica produce una acumulación de fenilalanina y otros metabolitos tóxicos. Esto es muy destructivo para el sistema nervioso central y,",medicine,H6_medicine_86,hyp_coordonné
H6,both,"['capacidad', 'identificar']",['polimorfismos'], la capacidad de identificar los RFLP y otros polimorfismos en,"» y «enfermedades» por un único gen. Además, la capacidad de identificar los RFLP y otros polimorfismos enprogenitores y descendientes ha hecho posible que los investigadores averigüen si un",medicine,H6_medicine_87,hyp_coordonné
H6,both,['duplicaciones'],"['anomalías', 'anomalías estructurales']", duplicaciones y otras anomalías estructurales,") del cromosoma contribuye en gran medida a la detección de deleciones duplicaciones y otras anomalías estructurales, y facilita la correcta identificación de los cromosomas individuales. Se",medicine,H6_medicine_88,hyp_coordonné
H6,right,[None],['polimorfismos'], una valoración más precisa comparando los RFLP y otros polimorfismos del,21 se producían en la madre. En la actualidad es posible una valoración más precisa comparando los RFLP y otros polimorfismos delcromosoma 21 en progenitores y descendientes. Este método demuestra que el,medicine,H6_medicine_89,hyp_coordonné
H6,left,['exploraciones'],[None], exploraciones u otros procedimientos que,"defecto o enfermedad todavía no diagnosticada, mediante el empleo de pruebas exploraciones u otros procedimientos quepueden aplicarse con rapidez con el objetivo de diferenciar, en personas",medicine,H6_medicine_90,hyp_coordonné
H6,left,['gameto'],[None], manera que cada gameto recibe uno u otro con igual,"los factores emparejados se separan o segregan al azar, de tal manera que cada gameto recibe uno u otro con igualprobabilidad. Si un individuo tiene un par de factores iguales (",medicine,H6_medicine_91,hyp_coordonné
H6,both,"['ejemplo', 'tallo', 'alto', 'tallo alto']",['tallo'], por ejemplo uno para tallo alto y otro para tallo,"factor para tallo alto. Si un individuo tiene factores distintos ( por ejemplo uno para tallo alto y otro para talloenano), entonces cada gameto tiene un 50 por ciento de",medicine,H6_medicine_92,hyp_coordonné
H6,both,"['factor', 'alto']",['enano'], concluyó que un factor para alto y otro para enano,"en la cuarta parte de los descendientes F2. Por consiguiente Mendel concluyó que un factor para alto y otro para enanose transmitían a cada uno de los individuos F1, pero debido",medicine,H6_medicine_93,hyp_coordonné
H6,both,['medio'],['filtro'], El medio se desplazó a un lado y otro del filtro,"situaron a un lado del filtro y las F- al otro. El medio se desplazó a un lado y otro del filtro, por lo que las células bacterianas compartían esencialmente un medio común",medicine,H6_medicine_94,hyp_coordonné
H6,left,"['mezcla', 'cepa']",[None], una mezcla de una cepa Hfr y otra F y,"Para llevar a cabo esto, se incubó primero un cultivo con una mezcla de una cepa Hfr y otra F yse extrajeron muestras en diversos momentos y se situaron en un agitador",medicine,H6_medicine_95,hyp_coordonné
H6,both,"['molécula', 'glucosa', 'molécula de glucosa']",['galactosa'], consta de una molécula de glucosa y otra de galactosa,de los principios generales implicados. La lactosa es un disacárido que consta de una molécula de glucosa y otra de galactosa. Está presente en un 7 por ciento en la leche humana,medicine,H6_medicine_96,hyp_coordonné
H6,left,['aminoácidos'],[None], aminoácidos y otras moléculas esenciales,"necesarios para la síntesis proteica en la célula: ribosomas, tRNA aminoácidos y otras moléculas esencialespara la traducción. Para seguir (o rastrear) la síntesis",medicine,H6_medicine_97,hyp_coordonné
H6,left,['función'],[None], que eliminan la función de una u otra de estas,codifican estas tres enzimas se basa en el aislamiento de muchas mutaciones que eliminan la función de una u otra de estasenzimas. Joshna Lederberg fue el primero en aislar y examinar estos,medicine,H6_medicine_98,hyp_coordonné
H6,none,[None],[None], 5S rRNA y otros diversos RANA,II (mRNA y snRNA) y de tipo III (tRNA 5S rRNA y otros diversos RANAcelulares pequeños). Cada tipo de polimerasa utiliza diferentes secuencias para,medicine,H6_medicine_99,hyp_coordonné
H6,both,"['bacterias', 'célula']",['cientos'], bacterias pueden tener uno por célula y otros varios cientos,"plásmidos es de unos 30 por célula, y tipos específicos de bacterias pueden tener uno por célula y otros varios cientos. La E. coli tiene 4, 5 millones de pares",medicine,H6_medicine_100,hyp_coordonné
H6,both,['bacterias'],"['células', 'apropiadas', 'células apropiadas']", en las bacterias u otras células apropiadas,", luego, insertando los vectores, que ahora portan los genes en las bacterias u otras células apropiadas. Ya hemos visto los principios básicos del clonado de genes.",medicine,H6_medicine_101,hyp_coordonné
H6,right,[None],['técnicas'], el PCD y otras técnicas de,"son de un 50 %. Los RFLP, el salto cromosómico el PCD y otras técnicas dela genética molecular adquieren una nueva importancia para aquellos para los que",medicine,H6_medicine_102,hyp_coordonné
H6,both,"['complejo', 'factores', 'factores genéticos']",['frecuencia'], complejo y frustrante de factores genéticos y otros con frecuencia,"enfermedad de Alzheimer (EA). Esta condición presenta un interjuego complejo y frustrante de factores genéticos y otros con frecuenciano determinados. Aunque la genética tiene sin duda un papel,",medicine,H6_medicine_103,hyp_coordonné
H6,left,['proteínas'],[None], selectiva para el transporte de proteínas y otras moléculas entre,un andamiaje para el crecimiento de los tejidos. Proporciona una permeabilidad selectiva para el transporte de proteínas y otras moléculas entrelas células a través de las paredes de los vasos sanguíneos y,medicine,H6_medicine_104,hyp_coordonné
H6,both,"['matemáticas', 'herencia']","['investigadores', 'después']", matemáticas de la herencia que él y otros investigadores después,jardín del monasterio moravo donde Mendel experimentaba con guisantes. Las reglas matemáticas de la herencia que él y otros investigadores despuésdesarrollaron se convirtieron en la piedra angular de la biología moderna.,medicine,H6_medicine_105,hyp_coordonné
H6,both,['calor'],['factores'], El calor y otros factores de,", sino que saltaban de un punto a otro en cada generación El calor y otros factores deestrés ambiental parecían incrementar la tasa de transposición de tales genes.",medicine,H6_medicine_106,hyp_coordonné
H6,both,['esquizofrenia'],['principales'], la esquizofrenia y otras psicosis principales,"la hipertensión esencial, la diabetes, la enfermedad de arteras coronarlas la esquizofrenia y otras psicosis principaleslas imperfecciones del tratamiento reflejan la ignorancia de la etiología. Enfermedades",medicine,H6_medicine_107,hyp_coordonné
H6,both,"['seres', 'seres humanos']","['primates', 'superiores']", la incapacidad de los seres humanos y otros primates superiores,para quienes están al tanto de las necesidades de compensación dietética por la incapacidad de los seres humanos y otros primates superiorespara sintetizar el ácido ascórbico (vitamina C). Las estrategias,medicine,H6_medicine_108,hyp_coordonné
H6,both,['células'],"['actividades', 'celulares', 'actividades celulares']", el desarrollo de las células y otras actividades celulares,"mutaciones que provocan cáncer afectan los genes responsables de la proliferación celular el desarrollo de las células y otras actividades celularesfundamentales. Cuando la regulación normal está alterada, se inicia el",medicine,H6_medicine_109,hyp_coordonné
H6,both,['tumores'],['alelo'], tumores en estas mujeres expresaron uno u otro alelo de,"se expresa en una célula somática. Las líneas celulares derivadas de tumores en estas mujeres expresaron uno u otro alelo deGóPD, pero no ambos, lo que indicó que cada tumor",medicine,H6_medicine_110,hyp_coordonné
H6,both,['diferenciación'],"['funciones', 'celulares', 'funciones celulares']", diferenciación y otras funciones celulares,"genes supresores de tumor, que desempeñan papeles reguladores en la proliferación diferenciación y otras funciones celularesbásicas. La inactivación de genes supresores de tumor por mutación o",medicine,H6_medicine_111,hyp_coordonné
H6,both,"['pareja', 'cisteínas', 'pareja de cisteínas']",['histidinas'], se encuentra una pareja de cisteínas y otra de histidinas,"Además, en cada subunidad, y en posiciones casi idénticas, se encuentra una pareja de cisteínas y otra de histidinas. Este último descubrimiento estaba en consonancia con la idea de que",medicine,H6_medicine_112,hyp_coordonné
